Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,3055,0,0,2%,7,7,7,1,0,4,16,2,22,17,17,0,0,0,0,0,0,0,23,3,-22,-1100,39,97,0,0,75%,1249,44,3%,303,24%,408,23%,31%
BHK,5538,0,0,4%,14,14,14,1,1,16,25,3,44,32,32,0,5,3750,0,0,0,0,101,15,1,50,67,167,67,44890,75%,2658,409,15%,549,20%,479,23%,31%
COA,24696,0,0,8%,9,31,11,1,0,27,80,18,125,127,111,0,68,125800,301,150,8,80,0,0,324,16200,30,75,505,338350,0%,23362,6685,28%,1297,5%,1083,23%,31%
DOO,1059,0,0,3%,7,7,7,1,0,1,5,0,6,9,9,0,7,4550,0,0,0,0,0,0,-12,-600,0,0,0,0,75%,126,7,5%,93,73%,119,23%,31%
DTP,1077,0,0,4%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,416,-0,-0%,133,32%,386,23%,31%
FDN,1213,0,0,6%,6,7,6,1,0,4,9,4,17,17,17,0,4,3000,0,0,0,0,0,0,-18,-900,0,0,0,0,75%,659,5,0%,112,17%,543,23%,31%
HNT,3527,0,0,2%,4,7,4,1,0,1,5,3,9,12,12,0,8,5200,0,0,0,0,0,0,32,1600,0,0,0,0,25%,1869,13,0%,413,22%,530,23%,31%
HYP,376,0,0,4%,2,2,2,1,0,3,7,0,10,10,10,0,0,0,20,10,0,0,0,0,-14,-700,0,0,0,0,25%,50,0,1%,44,87%,134,23%,31%
INH,1861,0,0,4%,3,6,3,1,1,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,727,-0,-0%,237,32%,390,23%,31%
KST,322,0,0,2%,2,2,2,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,25%,90,-1,-1%,24,27%,281,23%,31%
LLD,7441,0,0,5%,6,6,6,1,0,8,22,2,32,32,32,0,0,0,32,16,0,0,0,0,1,50,0,0,0,0,0%,4577,7,0%,740,16%,615,23%,31%
MLB,84,0,0,3%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,2,1340,75%,9,1,17%,7,78%,112,23%,31%
MTR,1983,0,0,2%,5,8,5,1,0,4,9,3,16,16,16,0,0,0,0,0,0,0,0,0,-18,-900,0,0,0,0,25%,1082,-2,-0%,206,19%,545,23%,31%
NLL,284,0,0,4%,2,16,2,1,1,9,7,0,16,16,11,0,0,0,9,4,0,0,0,0,8,400,-2,-5,19,12730,0%,56,27,48%,25,44%,199,23%,31%
OAK,63742,0,0,8%,39,39,37,0,0,32,269,23,324,309,309,0,89,111250,121,60,22,220,126,18,818,40900,331,827,240,160800,25%,76437,23502,30%,2816,3%,1171,23%,31%
PLK,412,0,0,4%,2,4,2,1,1,5,4,0,9,9,9,0,0,0,0,0,0,0,10,1,-8,-400,12,30,0,0,25%,59,7,11%,46,78%,143,23%,31%
SHT,745,0,0,2%,4,7,4,1,0,5,10,0,15,14,14,0,11,7150,0,0,0,0,0,0,-18,-900,0,0,0,0,75%,92,16,18%,61,67%,123,23%,31%
TAM,16939,0,0,2%,24,24,24,1,0,13,64,2,79,76,76,0,0,0,0,0,0,0,145,21,-51,-2550,0,0,0,0,25%,12028,255,2%,474,3%,710,23%,31%
TPD,646,0,0,5%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,22,3,-8,-400,36,90,8,5360,25%,123,27,21%,73,59%,190,23%,31%
TPP,17022,0,0,4%,28,28,28,1,1,14,23,2,39,32,30,0,0,0,75,37,0,0,0,0,18,900,0,0,0,0,75%,3504,23,0%,1608,45%,205,23%,31%
TRH,10305,0,0,3%,12,29,12,0,0,7,21,0,28,26,26,0,11,13200,0,0,0,0,66,9,92,4600,118,295,8,5360,40%,3577,300,8%,803,22%,347,23%,31%
TRI,3248,0,0,2%,5,7,5,1,0,3,9,6,18,15,15,0,0,0,0,0,0,0,57,8,-12,-600,96,240,0,0,25%,2884,79,2%,391,13%,888,23%,31%
UEK,13222,0,0,2%,11,21,11,1,0,4,9,5,18,18,18,0,0,0,0,0,0,0,0,0,9,450,2,5,20,13400,0%,4712,41,0%,1032,21%,356,23%,31%
WGK,522,0,0,2%,4,4,4,1,0,7,17,2,26,24,24,0,0,0,0,0,0,0,0,0,-30,-1500,96,240,0,0,75%,282,84,30%,56,20%,540,23%,31%
AAV,125,0,0,1%,1,1,1,0,0,6,5,2,13,13,10,0,0,0,0,0,0,0,0,0,9,450,-2,-5,0,0,25%,44,-0,-0%,16,36%,354,23%,31%
AGC,6818,0,0,3%,6,6,6,1,0,15,18,15,48,42,41,0,0,0,64,32,0,0,0,0,91,4550,0,0,0,0,25%,7832,30,0%,391,5%,1148,23%,31%
AHM,1443,0,0,6%,7,7,7,1,0,11,12,0,23,24,24,0,0,0,0,0,0,0,0,0,-26,-1300,0,0,0,0,50%,255,-3,-1%,149,58%,177,23%,31%
ARN,4859,0,0,3%,8,14,8,1,0,10,12,10,32,26,26,0,0,0,0,0,0,0,88,13,17,850,0,0,22,14740,75%,4639,89,1%,378,8%,954,23%,31%
ATL,7975,0,0,3%,4,4,4,1,0,11,46,14,71,49,48,0,155,217000,0,0,208,2080,0,0,-48,-2400,0,0,0,0,70%,10562,1917,18%,263,2%,1324,23%,31%
AUC,5853,0,0,3%,15,15,15,1,0,26,54,13,93,79,78,0,25,32500,26,13,0,0,0,0,106,5300,0,0,0,0,25%,7199,367,5%,566,7%,1229,23%,31%
AUF,1622,0,0,3%,5,5,5,1,0,1,14,3,18,18,17,0,0,0,42,21,0,0,0,0,-18,-900,0,0,105,70350,75%,1170,239,20%,174,14%,721,23%,31%
BTR,21929,0,0,2%,25,25,25,1,0,25,36,5,66,60,60,0,37,48100,0,0,0,0,66,9,28,1400,0,0,89,59630,25%,6437,831,12%,2125,33%,293,23%,31%
CUL,177,0,0,4%,1,3,1,1,1,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,4,-1,-30%,6,131%,27,23%,31%
ETV,416,0,0,2%,1,1,1,1,0,3,8,5,16,15,15,0,95,133000,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,639,306,47%,60,9%,1534,23%,31%
FLU,354,0,0,6%,2,2,2,1,0,7,7,0,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,29,-1,-4%,29,97%,84,23%,31%
FRO,606,0,0,3%,3,3,3,1,0,11,12,0,23,23,23,0,0,0,0,0,0,0,0,0,-24,-1200,0,0,0,0,75%,74,-3,-4%,67,90%,122,23%,31%
JIN,714,0,0,6%,1,1,1,1,0,7,9,0,16,16,16,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0%,134,3,2%,95,71%,187,23%,31%
KHM,8209,0,0,5%,13,13,13,1,0,7,13,0,20,27,27,0,0,0,0,0,0,0,0,0,29,1450,0,0,72,48240,0%,2811,159,5%,753,26%,342,23%,31%
KKV,631,0,0,4%,1,1,1,1,0,3,5,3,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,312,-0,-0%,81,26%,494,23%,31%
KSA,5986,0,0,3%,10,10,10,1,0,6,15,9,30,27,27,0,82,94300,16,8,48,480,0,0,32,1600,0,0,0,0,25%,5020,336,6%,636,12%,838,23%,31%
LNV,421,0,0,4%,1,1,1,1,0,3,6,3,12,12,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,20%,208,-1,-0%,56,27%,493,23%,31%
LOC,127,0,0,4%,1,1,1,1,1,5,4,0,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,15,-0,-4%,15,101%,121,23%,31%
MES,1011,0,0,3%,1,1,1,1,0,4,6,2,12,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,85,56950,25%,571,114,20%,146,25%,564,23%,31%
MJU,0,0,0,5%,27,30,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,75%,3190,9,0%,3179,99%,65,23%,31%
MNG,3605,0,0,4%,7,7,7,1,1,9,15,3,27,23,21,0,9,4950,0,0,0,0,0,0,22,1100,0,0,0,0,75%,1608,20,1%,273,17%,446,23%,31%
MRV,191,0,0,2%,1,1,1,1,0,3,6,2,11,11,10,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,75%,67,-1,-1%,24,36%,351,23%,31%
OOD,9129,0,0,6%,1,1,1,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,2821,-1,-0%,802,28%,309,23%,31%
