Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2615,0,0,1%,7,7,7,1,0,3,7,2,12,11,11,0,0,0,0,0,0,0,18,2,-12,-600,30,75,0,0,75%,854,21,2%,250,29%,326,7%,9%
BHK,4669,0,0,4%,14,14,14,1,0,5,13,3,21,19,19,0,3,2100,0,0,0,0,67,10,-3,-150,42,105,38,25460,50%,1911,151,7%,436,22%,409,7%,9%
COA,22353,0,0,4%,9,31,11,0,0,26,26,13,65,67,55,0,33,39600,166,83,0,0,0,0,290,14500,21,52,244,163480,0%,10927,1401,12%,1075,9%,559,7%,9%
DOO,907,0,0,3%,7,7,7,1,0,1,2,0,3,6,6,0,5,3500,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,91,4,4%,76,83%,101,7%,9%
DTP,916,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,295,-0,-0%,109,37%,322,7%,9%
FDN,1033,0,0,2%,6,7,6,1,0,4,8,4,16,16,16,0,3,1650,0,0,0,0,0,0,-16,-800,0,0,0,0,75%,458,2,0%,91,20%,444,7%,9%
HNT,2995,0,0,1%,4,7,4,1,0,1,6,2,9,11,11,0,5,2750,0,0,0,0,0,0,21,1050,0,0,0,0,25%,1097,7,0%,336,30%,366,7%,9%
HYP,322,0,0,3%,2,2,2,1,0,3,3,0,6,6,6,0,0,0,12,6,0,0,0,0,-6,-300,0,0,0,0,50%,38,0,1%,34,91%,118,7%,9%
INH,1563,0,0,2%,3,6,3,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,524,-0,-0%,191,36%,335,7%,9%
KST,276,0,0,1%,2,2,2,1,0,4,3,0,7,7,7,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,20,-0,-2%,19,97%,72,7%,9%
LLD,6251,0,0,5%,6,6,6,1,0,4,6,2,12,11,11,0,0,0,17,8,0,0,0,0,12,600,0,0,0,0,50%,1600,3,0%,521,32%,256,7%,9%
MLB,72,0,0,3%,1,1,1,1,0,3,3,0,6,6,6,0,0,0,0,0,0,0,0,0,-6,-300,0,0,2,1340,50%,7,1,20%,6,78%,108,7%,9%
