Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2707,0,0,2%,7,7,7,1,0,3,7,0,10,10,10,0,0,0,0,0,0,0,19,2,-14,-700,32,80,0,0,0%,510,21,4%,268,52%,188,10%,14%
DOO,939,0,0,2%,7,7,7,1,0,2,5,0,7,8,8,0,6,3300,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,96,5,5%,79,83%,102,10%,14%
DTP,949,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,314,-0,-0%,114,36%,330,10%,14%
FDN,1064,0,0,3%,6,7,6,1,0,4,8,4,16,16,16,0,3,2100,0,0,0,0,0,0,-16,-800,0,0,9,6030,0%,521,16,3%,95,18%,490,10%,14%
HNT,3100,0,0,2%,4,7,4,1,0,2,5,2,9,10,10,0,6,3300,0,0,0,0,0,0,26,1300,0,0,0,0,75%,1069,8,0%,352,32%,345,10%,14%
HYP,334,0,0,2%,2,2,2,1,0,3,4,0,7,7,7,0,0,0,16,8,0,0,0,0,-8,-400,0,0,0,0,0%,40,0,1%,38,93%,122,10%,14%
INH,1622,0,0,2%,3,6,3,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,510,-0,-0%,200,39%,314,10%,14%
KST,285,0,0,5%,2,2,2,1,0,4,5,0,9,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,8,5360,0%,31,8,28%,21,68%,109,10%,14%
LLD,6503,0,0,2%,6,6,6,1,0,5,5,2,12,12,12,0,0,0,20,10,0,0,0,0,16,800,0,0,0,0,25%,1626,3,0%,569,35%,250,10%,14%
MLB,74,0,0,2%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,2,1340,0%,7,1,18%,6,80%,106,10%,14%
MTR,1745,0,0,2%,5,8,5,1,0,4,7,3,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,772,-1,-0%,179,23%,442,10%,14%
NLL,252,0,0,2%,2,16,2,1,0,4,5,0,9,9,9,0,0,0,5,2,0,0,0,0,-8,-400,0,0,11,7370,0%,34,13,38%,20,58%,134,10%,14%
OAK,87048,0,0,6%,62,66,62,1,0,53,298,33,384,307,307,0,124,161200,248,124,16,32,201,30,978,48900,329,822,443,296810,50%,103690,44466,42%,4142,3%,1191,10%,14%
PLK,361,0,0,6%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,8,1,-8,-400,10,25,0,0,75%,47,5,11%,39,82%,132,10%,14%
SHT,661,0,0,3%,4,7,4,1,0,5,9,0,14,14,14,0,8,4400,0,0,0,0,0,0,-18,-900,0,0,8,5360,25%,80,21,27%,51,64%,121,10%,14%
TAM,14522,0,0,2%,24,24,24,1,0,6,28,0,34,34,34,0,0,0,0,0,0,0,95,14,-23,-1150,0,0,0,0,0%,3708,74,2%,367,9%,255,10%,14%
TPD,569,0,0,2%,3,3,3,1,0,3,4,0,7,8,8,0,0,0,0,0,0,0,12,1,-8,-400,20,50,6,4020,75%,86,18,21%,60,69%,151,10%,14%
TPP,14623,0,0,2%,28,28,28,1,0,8,7,2,17,17,17,0,0,0,60,30,0,0,0,0,28,1400,0,0,0,0,0%,2699,9,0%,1354,50%,184,10%,14%
TRH,10770,0,0,10%,4,29,18,0,0,7,7,0,14,18,14,0,8,8000,0,0,0,0,34,5,52,2600,66,165,5,3350,0%,1615,70,4%,459,28%,234,10%,14%
TRI,2862,0,0,2%,5,7,5,1,0,3,10,2,15,11,11,0,0,0,0,0,0,0,54,8,-12,-600,69,172,0,0,75%,1316,68,5%,332,25%,460,10%,14%
UEK,9970,0,0,1%,19,21,5,0,0,4,8,5,17,17,17,0,0,0,0,0,0,0,0,0,1,50,1,2,20,13400,0%,3941,36,0%,1094,27%,284,10%,14%
WGK,461,0,0,5%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,74,185,0,0,0%,180,37,20%,48,27%,390,10%,14%
AAV,111,0,0,2%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,35,-0,-1%,13,39%,317,10%,14%
AGC,5911,0,0,2%,6,6,6,1,0,9,11,5,25,20,20,0,0,0,55,27,0,0,0,0,85,4250,0,0,9,6030,25%,3370,37,1%,327,9%,570,10%,14%
AHM,1277,0,0,2%,7,7,7,1,0,9,10,0,19,20,20,0,0,0,0,0,0,0,0,0,-22,-1100,0,0,0,0,0%,198,-2,-1%,129,65%,154,10%,14%
ARN,4179,0,0,2%,8,14,8,1,0,7,13,3,23,19,19,0,0,0,0,0,0,0,71,10,6,300,0,0,18,12060,75%,2035,75,3%,316,15%,486,10%,14%
ATL,6871,0,0,2%,4,4,4,1,0,7,7,5,19,19,19,0,110,93500,0,0,148,296,0,0,-14,-700,0,0,9,6030,0%,3833,266,6%,220,5%,557,10%,14%
AUC,5078,0,0,3%,15,15,15,1,0,8,20,11,39,30,30,0,21,15750,21,10,0,0,0,0,86,4300,0,0,0,0,25%,4920,88,1%,447,9%,968,10%,14%
AUF,1432,0,0,2%,5,5,5,1,0,1,6,3,10,15,15,0,0,0,32,16,0,0,0,0,-14,-700,0,0,72,48240,25%,759,99,13%,149,19%,529,10%,14%
BTR,19082,0,0,4%,25,25,25,1,0,14,21,3,38,29,29,0,30,19500,0,0,0,0,48,7,40,2000,0,0,73,48910,70%,4199,361,8%,1792,42%,220,10%,14%
CUL,155,0,0,4%,1,3,1,1,0,4,5,0,9,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,7,4690,0%,13,7,58%,5,40%,83,10%,14%
ETV,370,0,0,2%,1,1,1,1,0,3,6,2,11,11,11,0,55,46750,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,215,90,42%,48,22%,581,10%,14%
FLU,312,0,0,2%,2,2,2,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,8,5360,0%,35,9,27%,23,67%,112,10%,14%
FRO,534,0,0,2%,3,3,3,1,0,1,7,0,8,13,13,0,0,0,0,0,0,0,0,0,-18,-900,0,0,8,5360,0%,76,9,12%,57,75%,143,10%,14%
JIN,631,0,0,2%,1,1,1,1,0,5,5,0,10,10,10,0,0,0,0,0,0,0,7,1,3,150,0,0,9,6030,0%,117,13,11%,82,69%,186,10%,14%
KHM,7167,0,0,2%,13,13,13,1,0,8,12,0,20,24,24,0,0,0,0,0,0,0,0,0,21,1050,0,0,77,51590,0%,2246,156,6%,654,29%,313,10%,14%
KKV,555,0,0,4%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,90,-0,-0%,69,77%,162,10%,14%
KSA,5206,0,0,3%,10,10,10,1,0,7,7,8,22,24,24,0,38,24700,12,6,41,82,0,0,26,1300,0,0,0,0,0%,3535,58,1%,538,15%,679,10%,14%
LNV,371,0,0,2%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,8,5360,25%,62,8,13%,46,74%,167,10%,14%
LOC,111,0,0,2%,1,1,1,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,0,0,8,5360,0%,22,8,37%,13,59%,200,10%,14%
MES,896,0,0,3%,1,1,1,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,45,30150,0%,381,58,15%,112,29%,425,10%,14%
MJU,43359,0,0,3%,27,22,27,0,0,22,71,13,106,78,78,0,35,29750,83,41,30,60,62,9,197,9850,10,25,143,95810,60%,15574,1929,12%,2679,17%,401,10%,14%
MNG,3145,0,0,3%,7,7,7,1,0,5,7,3,15,15,15,0,8,4400,0,0,0,0,0,0,22,1100,0,0,0,0,25%,1211,11,0%,232,19%,385,10%,14%
MRV,166,0,0,2%,1,1,1,1,0,3,6,0,9,9,8,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,21,-1,-5%,20,98%,127,10%,14%
OOD,7943,0,0,4%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,18,36,0,0,-8,-400,0,0,0,0,0%,1633,-0,-0%,650,39%,205,10%,14%
PER,267,0,0,5%,1,1,1,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-1,-50,0,0,8,5360,0%,43,8,20%,31,73%,162,10%,14%
QDT,2568,0,0,3%,15,16,15,1,0,2,24,10,36,30,30,0,59,50150,9,4,0,0,0,0,91,4550,0,0,9,6030,50%,3116,297,9%,192,6%,1213,10%,14%
QUE,3417,0,0,2%,12,12,12,1,0,5,11,5,21,25,25,0,0,0,0,0,0,0,0,0,-26,-1300,0,0,8,5360,0%,2300,11,0%,330,14%,673,10%,14%
RIV,744,0,0,2%,2,2,2,1,0,3,5,0,8,8,8,0,70,59500,0,0,84,168,0,0,-10,-500,0,0,9,6030,0%,243,122,50%,93,38%,327,10%,14%
RJV,218,0,0,4%,1,1,1,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,69,-0,-1%,26,37%,317,10%,14%
RNV,371,0,0,2%,1,1,1,1,0,3,5,0,8,8,8,0,34,25500,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,98,45,46%,46,47%,265,10%,14%
