Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2472,0,0,0%,7,7,7,0,0,1,3,0,4,4,4,0,0,0,0,0,0,0,8,1,-6,-300,14,35,0,0,50%,299,7,2%,231,77%,120,1%,2%
BHK,4420,0,0,3%,14,14,14,0,0,3,9,1,13,14,14,0,1,550,0,0,0,0,29,4,-10,-500,17,42,17,11390,50%,952,50,5%,397,41%,215,1%,2%
COA,19484,0,0,2%,9,31,9,0,0,20,21,5,46,46,42,0,0,0,131,65,0,0,0,0,222,11100,19,47,190,127300,0%,6705,796,11%,1000,14%,354,1%,2%
DOO,858,0,0,0%,7,7,7,0,0,2,2,0,4,5,5,0,3,1650,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,77,2,2%,69,90%,90,1%,2%
DTP,865,0,0,0%,2,2,2,0,0,3,2,0,5,5,5,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,108,-0,-0%,93,85%,125,1%,2%
FDN,975,0,0,0%,6,7,6,0,0,2,5,2,9,9,9,0,1,550,0,0,0,0,0,0,-10,-500,0,0,0,0,50%,223,0,0%,82,36%,229,1%,2%
HNT,2828,0,0,0%,4,7,4,0,0,0,1,2,3,5,5,0,2,1100,0,0,0,0,0,0,6,300,-2,-5,0,0,50%,699,1,0%,301,43%,247,1%,2%
HYP,305,0,0,0%,2,2,2,0,0,1,2,0,3,3,3,0,0,0,6,3,0,0,0,0,-4,-200,0,0,0,0,50%,33,0,0%,32,95%,111,1%,2%
INH,1476,0,0,0%,3,6,3,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,168,-0,-0%,164,97%,113,1%,2%
KST,261,0,0,0%,2,2,2,0,0,3,3,0,6,6,6,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,17,-0,-2%,17,99%,67,1%,2%
LLD,5899,0,0,0%,6,6,6,0,0,4,3,0,7,7,7,0,0,0,7,3,0,0,0,0,4,200,0,0,0,0,50%,831,0,0%,484,58%,141,1%,2%
MLB,68,0,0,0%,1,1,1,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-200,0,0,1,670,50%,5,0,11%,5,90%,84,1%,2%
MTR,1594,0,0,0%,5,8,5,0,0,3,4,3,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,552,-0,-0%,151,27%,346,1%,2%
NLL,231,0,0,0%,2,16,2,0,0,2,2,0,4,4,4,0,0,0,2,1,0,0,0,0,-3,-150,0,0,4,2680,50%,20,3,18%,17,82%,89,1%,2%
OAK,58028,0,0,2%,39,39,39,0,0,19,166,19,204,173,170,0,76,30400,78,39,0,0,88,13,628,31400,224,560,145,97150,50%,36376,7634,20%,2303,6%,636,1%,2%
