Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2564,0,0,1%,7,7,7,1,0,2,8,0,10,9,9,0,0,0,0,0,0,0,18,2,-14,-700,30,75,0,0,75%,442,22,5%,250,56%,172,5%,7%
BHK,4587,0,0,3%,14,14,14,1,0,4,11,1,16,17,17,0,3,1650,0,0,0,0,68,10,-5,-250,42,105,42,28140,25%,1210,140,11%,427,35%,263,5%,7%
COA,23349,0,0,2%,9,31,12,0,0,21,26,9,56,60,50,0,32,28800,131,65,0,0,0,0,211,10550,19,47,189,126630,0%,8539,1040,12%,1041,12%,442,5%,7%
DOO,890,0,0,0%,7,7,7,1,0,2,5,0,7,8,8,0,5,2750,0,0,0,0,0,0,-10,-500,0,0,0,0,50%,88,4,4%,74,84%,99,5%,7%
DTP,898,0,0,1%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,285,-0,-0%,106,37%,317,5%,7%
FDN,1011,0,0,3%,6,7,6,1,0,4,6,2,12,12,12,0,2,1100,0,0,0,0,0,0,-12,-600,0,0,0,0,50%,277,1,0%,87,31%,273,5%,7%
HNT,2934,0,0,1%,4,7,4,1,0,2,4,2,8,9,9,0,6,3300,0,0,0,0,0,0,22,1100,0,0,0,0,75%,865,7,0%,317,36%,294,5%,7%
HYP,317,0,0,0%,2,2,2,1,0,3,5,0,8,7,7,0,0,0,14,7,0,0,0,0,-8,-400,0,0,0,0,75%,38,0,1%,35,93%,119,5%,7%
INH,1531,0,0,1%,3,6,3,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,469,-0,-0%,179,38%,306,5%,7%
KST,271,0,0,1%,2,2,2,1,0,4,5,0,9,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,25%,19,-0,-4%,19,100%,70,5%,7%
