Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,3101,0,0,2%,7,7,7,1,0,3,8,2,13,13,13,0,0,0,0,0,0,0,23,3,-16,-800,39,97,11,7370,0%,1330,45,3%,316,23%,428,23%,31%
DOO,1062,0,0,5%,7,7,7,1,0,2,5,0,7,8,8,0,13,8450,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,127,14,11%,93,72%,120,23%,31%
DTP,1085,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,10,6700,0%,423,10,2%,134,31%,389,23%,31%
FDN,1204,0,0,3%,6,7,6,1,0,4,8,4,16,16,16,0,4,3200,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,666,21,3%,110,16%,553,23%,31%
HYP,383,0,0,5%,2,2,2,1,0,3,4,0,7,7,7,0,0,0,20,10,0,0,0,0,-8,-400,0,0,0,0,0%,49,1,2%,44,90%,129,23%,31%
INH,1888,0,0,4%,3,6,3,1,1,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,660,-0,-0%,240,36%,349,23%,31%
KST,320,0,0,5%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,106,12,11%,24,23%,330,23%,31%
LLD,7470,0,0,2%,6,6,6,1,0,6,5,2,13,13,13,0,0,0,25,12,0,0,0,0,28,1400,0,0,0,0,0%,2004,4,0%,673,33%,268,23%,31%
MLB,84,0,0,4%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,13,8710,0%,26,15,60%,7,29%,308,23%,31%
MTR,2010,0,0,5%,5,8,5,1,0,4,8,3,15,15,15,0,0,0,0,0,0,0,0,0,-16,-800,0,0,0,0,0%,1065,-1,-0%,212,19%,529,23%,31%
NLL,289,0,0,4%,2,16,2,1,0,9,6,0,15,15,10,0,0,0,8,4,0,0,0,0,10,500,-2,-5,17,11390,0%,52,23,43%,24,46%,181,23%,31%
OAK,101091,0,0,5%,66,66,66,1,1,259,310,37,606,484,484,0,241,337400,577,288,87,174,354,53,2188,109400,567,1417,860,576200,25%,162497,84839,52%,5230,3%,1607,23%,31%
PLK,407,0,0,5%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,10,1,-8,-400,12,30,0,0,0%,57,6,11%,45,79%,141,23%,31%
SHT,743,0,0,3%,4,7,4,1,0,5,9,0,14,14,14,0,11,7150,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,109,32,29%,62,56%,147,23%,31%
TAM,16556,0,0,2%,24,24,24,1,0,17,22,2,41,40,40,0,0,0,0,0,0,0,116,17,32,1600,0,0,0,0,0%,5213,90,1%,441,8%,314,23%,31%
TPD,645,0,0,5%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,15,2,-8,-400,25,62,18,12060,0%,117,30,26%,70,59%,181,23%,31%
TPP,17011,0,0,4%,28,28,28,1,1,10,7,2,19,19,17,0,0,0,72,36,0,0,0,0,37,1850,0,0,0,0,0%,3193,12,0%,1622,50%,187,23%,31%
TRH,7663,0,0,7%,3,29,3,1,1,2,4,0,6,12,12,0,9,7200,0,0,0,0,0,0,87,4350,6,15,0,0,25%,1739,23,1%,525,30%,226,23%,31%
TRI,3287,0,0,2%,5,7,5,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,65,9,-12,-600,84,210,0,0,0%,1699,61,3%,393,23%,517,23%,31%
UEK,15759,0,0,3%,20,37,20,1,0,16,17,5,38,29,29,0,0,0,0,0,0,0,37,5,4,200,82,205,55,36850,0%,5274,245,4%,1299,24%,334,23%,31%
WGK,529,0,0,5%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,90,225,0,0,0%,231,45,19%,57,24%,437,23%,31%
