Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2814,0,0,2%,7,7,7,1,0,3,7,2,12,12,12,0,0,0,0,0,0,0,20,3,-14,-700,35,87,9,6030,0%,1048,36,3%,281,26%,372,14%,19%
DOO,973,0,0,5%,7,7,7,1,0,2,5,0,7,8,8,0,6,3300,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,102,5,4%,83,81%,105,14%,19%
DTP,984,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,8,5360,0%,347,8,2%,119,34%,352,14%,19%
FDN,1102,0,0,3%,6,7,6,1,0,4,8,4,16,16,16,0,4,2200,0,0,0,0,0,0,-16,-800,0,0,9,6030,0%,556,16,2%,99,17%,504,14%,19%
HYP,347,0,0,4%,2,2,2,1,0,3,4,0,7,7,7,0,0,0,17,8,0,0,0,0,-8,-400,0,0,0,0,0%,43,0,1%,39,91%,124,14%,19%
INH,1693,0,0,4%,3,6,3,1,0,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,552,-0,-0%,211,38%,326,14%,19%
KST,294,0,0,5%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,8,5360,0%,87,8,10%,22,25%,297,14%,19%
LLD,6766,0,0,2%,6,6,6,1,0,5,5,2,12,12,12,0,0,0,22,11,0,0,0,0,18,900,0,0,0,0,0%,1694,3,0%,597,35%,250,14%,19%
MLB,77,0,0,4%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,10,6700,0%,19,11,60%,6,35%,252,14%,19%
MTR,1817,0,0,2%,5,8,5,1,0,4,7,3,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,841,-1,-0%,188,22%,463,14%,19%
NLL,262,0,0,4%,2,16,2,1,0,7,5,0,12,12,9,0,0,0,6,3,0,0,0,0,-8,-400,0,0,12,8040,0%,36,14,38%,20,56%,140,14%,19%
OAK,93213,0,0,6%,66,66,66,1,1,70,454,37,561,451,451,0,166,166000,388,194,20,40,263,39,1196,59800,419,1047,636,426120,50%,160564,84997,52%,4779,2%,1722,14%,19%
PLK,373,0,0,5%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,9,1,-8,-400,11,27,0,0,0%,50,6,12%,41,81%,135,14%,19%
SHT,683,0,0,3%,4,7,4,1,0,5,9,0,14,14,14,0,10,5500,0,0,0,0,0,0,-18,-900,0,0,9,6030,0%,90,25,27%,55,61%,131,14%,19%
TAM,15089,0,0,2%,24,24,24,1,0,6,30,2,38,38,38,0,0,0,0,0,0,0,102,15,-8,-400,0,0,0,0,0%,6105,103,1%,393,6%,404,14%,19%
TPD,590,0,0,3%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,13,1,-8,-400,22,55,16,10720,0%,100,27,27%,62,62%,171,14%,19%
TPP,15261,0,0,4%,28,28,28,1,0,10,7,2,19,19,17,0,0,0,64,32,0,0,0,0,31,1550,0,0,0,0,0%,2830,10,0%,1426,50%,185,14%,19%
TRH,11080,0,0,10%,4,29,18,0,0,7,7,0,14,18,14,0,8,8000,0,0,0,0,36,5,55,2750,71,177,6,4020,0%,1721,75,4%,476,27%,243,14%,19%
TRI,2975,0,0,2%,5,7,5,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,58,8,-12,-600,74,185,0,0,0%,1381,53,3%,348,25%,464,14%,19%
UEK,10276,0,0,0%,19,21,5,0,0,4,8,5,17,17,17,0,0,0,0,0,0,0,0,0,2,100,2,5,22,14740,0%,3710,40,1%,1149,30%,259,14%,19%
WGK,479,0,0,5%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,79,197,0,0,0%,192,39,20%,51,26%,401,14%,19%
AAV,115,0,0,4%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,37,-0,-2%,14,38%,328,14%,19%
AGC,6151,0,0,2%,6,6,6,1,0,10,10,7,27,22,22,0,0,0,59,29,0,0,0,0,94,4700,0,0,9,6030,25%,4150,37,0%,343,8%,674,14%,19%
AHM,1323,0,0,4%,7,7,7,1,0,10,9,0,19,20,20,0,0,0,0,0,0,0,0,0,-20,-1000,0,0,0,0,0%,208,-2,-1%,135,64%,157,14%,19%
ARN,4362,0,0,2%,8,14,8,1,0,7,9,4,20,20,20,0,0,0,0,0,0,0,77,11,8,400,0,0,20,13400,0%,2380,63,2%,332,13%,545,14%,19%
ATL,7140,0,0,2%,4,4,4,1,0,8,6,5,19,19,19,0,118,118000,0,0,159,318,0,0,-12,-600,0,0,9,6030,0%,3946,302,7%,231,5%,552,14%,19%
AUC,5276,0,0,2%,15,15,15,1,0,10,16,14,40,35,35,0,22,18700,23,11,0,0,0,0,94,4700,0,0,0,0,0%,6012,84,1%,469,7%,1139,14%,19%
AUF,1488,0,0,2%,5,5,5,1,0,1,5,3,9,15,15,0,0,0,34,17,0,0,0,0,-14,-700,0,0,85,56950,0%,826,106,12%,158,19%,555,14%,19%
BTR,19828,0,0,5%,25,25,25,1,0,17,13,3,33,33,33,0,32,32000,0,0,0,0,52,7,43,2150,0,0,78,52260,-5%,4300,297,6%,1879,43%,216,14%,19%
CUL,161,0,0,4%,1,3,1,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-12,-600,0,0,8,5360,0%,15,9,59%,5,37%,96,14%,19%
ETV,383,0,0,2%,1,1,1,1,0,3,6,2,11,11,11,0,59,59000,0,0,0,0,0,0,-12,-600,0,0,9,6030,0%,265,126,47%,50,18%,692,14%,19%
FLU,323,0,0,2%,2,2,2,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,8,5360,0%,39,9,24%,27,69%,121,14%,19%
FRO,553,0,0,2%,3,3,3,1,0,1,7,0,8,13,13,0,0,0,0,0,0,0,0,0,-18,-900,0,0,8,5360,0%,83,9,11%,62,75%,151,14%,19%
JIN,654,0,0,5%,1,1,1,1,0,5,5,0,10,10,10,0,0,0,0,0,0,0,7,1,4,200,0,0,9,6030,0%,124,13,10%,86,69%,190,14%,19%
KHM,7458,0,0,2%,13,13,13,1,0,10,12,2,24,28,28,0,0,0,0,0,0,0,0,0,25,1250,0,0,82,54940,0%,3045,167,5%,686,22%,408,14%,19%
KKV,574,0,0,5%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,202,-0,-0%,72,35%,352,14%,19%
KSA,5410,0,0,2%,10,10,10,1,0,7,7,9,23,25,25,0,40,46000,13,6,44,88,0,0,29,1450,0,0,0,0,0%,4066,104,2%,564,13%,751,14%,19%
LNV,386,0,0,3%,1,1,1,1,0,3,5,0,8,8,7,0,0,0,0,0,0,0,0,0,-10,-500,0,0,8,5360,0%,67,8,13%,48,72%,173,14%,19%
LOC,115,0,0,2%,1,1,1,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,0,0,8,5360,0%,23,8,35%,13,59%,201,14%,19%
MES,927,0,0,3%,1,1,1,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,72,48240,0%,451,93,20%,122,27%,486,14%,19%
MJU,44970,0,0,3%,27,23,27,1,0,25,96,13,134,99,98,0,63,63000,90,45,32,64,106,15,438,21900,13,32,169,113230,50%,20633,3739,18%,2852,13%,509,14%,19%
MNG,3268,0,0,2%,7,7,7,1,0,5,7,3,15,15,15,0,8,4400,0,0,0,0,0,0,25,1250,0,0,0,0,0%,1300,11,0%,243,18%,397,14%,19%
MRV,172,0,0,2%,1,1,1,1,0,3,7,0,10,10,9,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,21,-1,-6%,21,99%,127,14%,19%
OOD,8266,0,0,4%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,22,44,0,0,-8,-400,0,0,0,0,0%,1565,0,0%,712,45%,189,14%,19%
PER,276,0,0,5%,1,1,1,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-4,-200,0,0,8,5360,0%,48,10,20%,34,71%,174,14%,19%
QDT,2669,0,0,2%,15,16,15,1,0,7,25,10,42,35,35,0,63,63000,9,4,0,0,0,0,107,5350,0,0,10,6700,50%,3463,379,10%,201,5%,1297,14%,19%
QUE,3540,0,0,4%,12,12,12,1,0,5,11,5,21,25,25,0,0,0,0,0,0,0,0,0,-26,-1300,0,0,8,5360,0%,2467,11,0%,345,14%,696,14%,19%
RIV,776,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,76,76000,0,0,90,180,0,0,-10,-500,0,0,9,6030,0%,434,152,35%,98,22%,559,14%,19%
