Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2869,0,0,2%,7,7,7,1,0,3,7,2,12,12,12,0,0,0,0,0,0,0,20,3,-14,-700,35,87,9,6030,0%,1111,36,3%,288,25%,387,16%,21%
DOO,990,0,0,5%,7,7,7,1,0,2,5,0,7,8,8,0,6,4200,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,107,6,6%,85,79%,108,16%,21%
DTP,1002,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,8,5360,0%,364,8,2%,122,33%,363,16%,21%
FDN,1122,0,0,3%,6,7,6,1,0,4,8,4,16,16,16,0,4,2200,0,0,0,0,0,0,-16,-800,0,0,9,6030,0%,582,16,2%,101,17%,519,16%,21%
HYP,354,0,0,5%,2,2,2,1,0,3,4,0,7,7,7,0,0,0,17,8,0,0,0,0,-8,-400,0,0,0,0,0%,44,0,1%,40,91%,125,16%,21%
INH,1729,0,0,4%,3,6,3,1,0,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,577,-0,-0%,216,37%,333,16%,21%
KST,299,0,0,5%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,8,5360,0%,91,8,9%,22,24%,304,16%,21%
LLD,6901,0,0,2%,6,6,6,1,0,5,6,2,13,13,13,0,0,0,23,11,0,0,0,0,18,900,0,0,0,0,0%,1929,4,0%,612,31%,279,16%,21%
MLB,78,0,0,4%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,10,6700,0%,19,11,60%,7,36%,249,16%,21%
MTR,1854,0,0,4%,5,8,5,1,0,4,7,3,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,891,-1,-0%,192,21%,480,16%,21%
NLL,268,0,0,4%,2,16,2,1,0,8,6,0,14,14,10,0,0,0,7,3,0,0,0,0,7,350,-2,-5,14,9380,0%,42,18,43%,21,50%,159,16%,21%
OAK,94539,0,0,6%,66,66,66,1,1,121,424,37,582,473,473,0,186,269700,417,208,21,42,281,42,1417,70850,451,1127,681,456270,50%,174079,95089,54%,4813,2%,1841,16%,21%
PLK,379,0,0,5%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,9,1,-8,-400,11,27,0,0,0%,51,6,11%,41,80%,136,16%,21%
SHT,694,0,0,3%,4,7,4,1,0,5,9,0,14,14,14,0,10,5500,0,0,0,0,0,0,-18,-900,0,0,10,6700,0%,94,26,28%,57,60%,136,16%,21%
TAM,15329,0,0,2%,24,24,24,0,0,10,27,2,39,39,39,0,0,0,0,0,0,0,109,16,1,50,0,0,0,0,0%,6496,115,1%,401,6%,423,16%,21%
TPD,601,0,0,5%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,13,1,-8,-400,22,55,16,10720,0%,102,27,26%,64,62%,170,16%,21%
TPP,15590,0,0,4%,28,28,28,1,0,10,7,2,19,19,17,0,0,0,64,32,0,0,0,0,31,1550,0,0,0,0,0%,2927,10,0%,1463,49%,187,16%,21%
TRH,4378,0,0,10%,4,29,1,0,0,5,2,0,7,7,7,0,0,0,0,0,0,0,0,0,29,1450,5,12,0,0,0%,1115,4,0%,465,41%,155,16%,21%
TRI,3033,0,0,2%,5,7,5,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,58,8,-12,-600,74,185,0,0,0%,1471,53,3%,357,24%,485,16%,21%
UEK,17279,0,0,-0%,19,21,22,0,-0,6,10,5,21,28,21,0,0,0,0,0,0,0,16,2,-10,-500,39,97,35,23450,0%,3839,101,2%,1170,30%,265,16%,21%
WGK,488,0,0,5%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,79,197,0,0,0%,200,39,19%,52,26%,410,16%,21%
AAV,117,0,0,4%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,39,-0,-2%,14,37%,335,16%,21%
AGC,6275,0,0,2%,6,6,6,1,0,10,13,7,30,23,22,0,0,0,63,31,0,0,0,0,99,4950,0,0,10,6700,25%,4335,47,1%,351,8%,690,16%,21%
AHM,1347,0,0,4%,7,7,7,1,0,10,9,0,19,20,20,0,0,0,0,0,0,0,0,0,-20,-1000,0,0,0,0,0%,218,-2,-1%,138,63%,162,16%,21%
ARN,4458,0,0,2%,8,14,8,1,0,7,9,4,20,20,20,0,0,0,0,0,0,0,77,11,8,400,0,0,20,13400,0%,2501,63,2%,341,13%,561,16%,21%
ATL,7283,0,0,2%,4,4,4,1,0,8,7,5,20,20,19,0,118,118000,0,0,159,318,0,0,-14,-700,0,0,9,6030,0%,4138,308,7%,237,5%,568,16%,21%
AUC,5380,0,0,2%,15,15,15,1,0,12,14,14,40,35,35,0,24,24000,24,12,0,0,0,0,107,5350,0,0,0,0,0%,6174,96,1%,481,7%,1147,16%,21%
AUF,1518,0,0,2%,5,5,5,1,0,1,6,3,10,16,15,0,0,0,36,18,0,0,0,0,-16,-800,0,0,91,60970,0%,887,123,13%,162,18%,584,16%,21%
BTR,20212,0,0,5%,25,25,25,1,0,18,12,5,35,35,35,0,32,36800,0,0,0,0,52,7,45,2250,0,0,81,54270,-5%,5106,305,5%,1924,37%,252,16%,21%
CUL,164,0,0,4%,1,3,1,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-12,-600,0,0,8,5360,0%,16,9,57%,6,37%,99,16%,21%
ETV,390,0,0,4%,1,1,1,1,0,3,6,2,11,11,11,0,63,72450,0,0,0,0,0,0,-12,-600,0,0,10,6700,0%,306,153,50%,51,16%,785,16%,21%
FLU,329,0,0,4%,2,2,2,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,8,5360,0%,42,9,23%,28,68%,127,16%,21%
FRO,562,0,0,2%,3,3,3,1,0,1,6,0,7,13,13,0,0,0,0,0,0,0,0,0,-16,-800,0,0,8,5360,0%,84,8,10%,64,75%,150,16%,21%
JIN,666,0,0,5%,1,1,1,1,0,5,5,0,10,10,10,0,0,0,0,0,0,0,7,1,4,200,0,0,9,6030,0%,126,13,10%,87,69%,190,16%,21%
KHM,7608,0,0,5%,13,13,13,1,0,11,12,2,25,29,29,0,0,0,0,0,0,0,0,0,25,1250,0,0,82,54940,0%,3596,195,5%,703,19%,472,16%,21%
KKV,583,0,0,5%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,210,-0,-0%,74,35%,361,16%,21%
KSA,5515,0,0,4%,10,10,10,1,0,7,7,9,23,25,25,0,40,40000,13,6,44,88,0,0,29,1450,0,0,0,0,0%,4070,91,2%,578,14%,738,16%,21%
LNV,395,0,0,4%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,8,5360,-5%,151,8,5%,50,33%,383,16%,21%
LOC,117,0,0,2%,1,1,1,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,0,0,8,5360,0%,23,8,34%,14,59%,203,16%,21%
MES,943,0,0,4%,1,1,1,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,72,48240,0%,470,93,19%,124,26%,498,16%,21%
MJU,45780,0,0,3%,27,30,27,1,0,33,76,14,123,99,98,0,122,140300,106,53,32,64,106,15,480,24000,16,40,169,113230,25%,22653,4313,19%,2922,12%,494,16%,21%
MNG,3332,0,0,4%,7,7,7,1,0,6,7,3,16,16,16,0,8,4400,0,0,0,0,0,0,25,1250,0,0,0,0,0%,1363,11,0%,249,18%,409,16%,21%
MRV,175,0,0,2%,1,1,1,1,0,3,7,2,12,12,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,58,-1,-2%,22,37%,335,16%,21%
OOD,8432,0,0,4%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,22,44,0,0,-8,-400,0,0,0,0,0%,2371,0,0%,729,30%,281,16%,21%
PER,281,0,0,5%,1,1,1,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-4,-200,0,0,8,5360,0%,49,10,20%,35,71%,176,16%,21%
QDT,2721,0,0,2%,15,16,15,1,0,11,16,10,37,35,35,0,63,72450,9,4,0,0,0,0,115,5750,0,0,10,6700,25%,3423,300,8%,206,6%,1258,16%,21%
QUE,3603,0,0,5%,12,12,12,1,0,5,11,5,21,25,25,0,0,0,0,0,0,0,0,0,-26,-1300,0,0,8,5360,0%,2560,11,0%,353,13%,710,16%,21%
RIV,792,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,81,105300,0,0,96,192,0,0,-10,-500,0,0,10,6700,0%,511,208,40%,100,19%,645,16%,21%
RJV,231,0,0,4%,1,1,1,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,79,-0,-1%,29,37%,340,16%,21%
RNV,391,0,0,2%,1,1,1,1,0,3,6,2,11,11,10,0,37,37000,0,0,0,0,0,0,-12,-600,0,0,9,6030,0%,227,83,36%,49,21%,580,16%,21%
SDP,31098,0,0,4%,7,28,7,1,0,21,25,17,63,35,34,0,67,77050,62,31,0,0,0,0,110,5500,0,0,77,51590,50%,10980,768,6%,1647,15%,353,16%,21%
SKE,822,0,0,4%,2,2,2,1,0,7,6,2,15,15,13,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,309,-1,-0%,107,34%,375,16%,21%
SMP,22431,0,0,4%,5,5,5,1,0,11,11,0,22,21,20,0,0,0,0,0,2,4,154,23,28,1400,0,0,84,56280,0%,4953,294,5%,1744,35%,220,16%,21%
SPP,31722,0,0,4%,7,17,7,1,0,3,10,8,21,31,31,0,72,82800,0,0,0,0,0,0,78,3900,0,0,9,6030,25%,8355,406,4%,905,10%,263,16%,21%
SRV,393,0,0,4%,1,1,1,1,0,5,7,5,17,17,17,0,49,56350,0,0,0,0,0,0,-14,-700,0,0,9,6030,0%,389,129,33%,22,5%,989,16%,21%
TNV,293,0,0,4%,1,1,1,1,0,8,6,2,16,16,11,0,0,0,0,0,0,0,0,0,5,250,-2,-5,11,7370,0%,117,13,11%,37,31%,399,16%,21%
UMB,2136,0,0,2%,4,4,4,1,0,8,10,5,23,17,17,0,0,0,0,0,0,0,0,0,11,550,0,0,0,0,0%,1543,1,0%,222,14%,722,16%,21%
USV,117,0,0,3%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,32,-0,-2%,10,31%,276,16%,21%
WEA,235,0,0,5%,1,1,1,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,85,-1,-1%,33,39%,362,16%,21%
HHE,276074,0,0,7%,186,119,186,1,0,125,150,44,319,391,391,0,166,190900,181,90,108,216,219,32,609,30450,237,592,398,266660,15%,96892,24523,25%,19949,20%,398,16%,21%
AVE,144,0,0,2%,2,7,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,26,1300,0,0,20,13400,25%,40,25,61%,12,31%,283,16%,21%
BIU,196,0,0,3%,2,7,2,1,0,6,6,2,14,14,14,0,0,0,0,0,0,0,0,0,44,2200,0,0,45,30150,25%,134,65,48%,25,18%,686,16%,21%
CYR,4148,0,0,5%,5,12,5,1,1,1,10,12,23,29,28,0,0,0,34,17,0,0,0,0,35,1750,127,317,0,0,-5%,5493,92,1%,323,5%,1324,16%,21%
ERP,751,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,8,5360,-5%,258,8,3%,87,33%,343,16%,21%
FIK,1859,0,0,5%,3,3,3,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,3,150,0,0,0,0,0%,699,0,0%,232,33%,376,16%,21%
GSD,5998,0,0,4%,4,4,4,1,0,7,4,0,11,14,14,0,0,0,7,3,0,0,21,3,52,2600,43,107,0,0,25%,1377,29,2%,164,11%,229,16%,21%
HPV,387,0,0,5%,2,5,2,1,1,6,3,0,9,11,9,0,28,25200,0,0,0,0,0,0,-8,-400,0,0,9,6030,0%,86,47,54%,33,38%,222,16%,21%
IHS,2428,0,0,5%,3,3,3,1,0,5,3,1,9,13,11,0,10,7000,0,0,0,0,0,0,3,150,0,0,0,0,0%,601,11,1%,265,44%,247,16%,21%
LEE,2454,0,0,2%,6,8,6,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,8,5360,0%,704,9,1%,200,28%,287,16%,21%
LRO,435,0,0,4%,4,5,4,1,0,2,4,0,6,8,8,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,51,-0,-1%,45,88%,117,16%,21%
MRC,34784,0,0,4%,20,20,20,1,0,60,100,37,197,126,126,0,156,179400,128,64,26,52,104,15,600,30000,23,57,185,123950,75%,32042,7036,21%,2243,7%,921,16%,21%
NMR,1287,0,0,4%,2,3,2,1,0,2,1,0,3,7,7,0,0,0,0,0,0,0,16,2,-8,-400,0,0,9,6030,0%,179,10,5%,145,81%,139,16%,21%
PCS,1912,0,0,4%,3,4,3,1,0,4,7,2,13,14,12,0,0,0,0,0,0,0,45,6,-14,-700,0,0,10,6700,0%,807,27,3%,228,28%,422,16%,21%
RVV,20609,0,0,7%,16,16,16,1,0,14,27,4,45,34,34,0,22,23100,16,8,0,0,25,3,51,2550,69,172,66,44220,75%,6349,530,8%,2141,33%,308,16%,21%
