Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2983,0,0,2%,7,7,7,1,0,3,8,2,13,13,13,0,0,0,0,0,0,0,23,3,-16,-800,39,97,11,7370,0%,1237,45,3%,301,24%,414,19%,26%
DOO,1026,0,0,5%,7,7,7,1,0,2,5,0,7,8,8,0,7,4900,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,113,7,7%,89,78%,110,19%,26%
DTP,1043,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,9,6030,0%,395,9,2%,128,32%,378,19%,26%
FDN,1162,0,0,3%,6,7,6,1,0,4,8,4,16,16,16,0,4,2800,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,625,21,3%,106,16%,538,19%,26%
HYP,368,0,0,5%,2,2,2,1,0,3,4,0,7,7,7,0,0,0,20,10,0,0,0,0,-8,-400,0,0,0,0,0%,47,1,2%,42,91%,127,19%,26%
INH,1807,0,0,4%,3,6,3,1,1,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,617,-0,-0%,228,37%,341,19%,26%
KST,309,0,0,5%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,9,6030,0%,97,10,10%,23,24%,315,19%,26%
LLD,7180,0,0,2%,6,6,6,1,0,6,5,2,13,13,13,0,0,0,25,12,0,0,0,0,22,1100,0,0,0,0,0%,1888,4,0%,642,34%,263,19%,26%
MLB,81,0,0,4%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,22,13,59%,7,33%,272,19%,26%
MTR,1930,0,0,5%,5,8,5,1,0,4,8,3,15,15,15,0,0,0,0,0,0,0,0,0,-16,-800,0,0,0,0,0%,963,-1,-0%,202,21%,499,19%,26%
NLL,278,0,0,4%,2,16,2,1,0,9,6,0,15,15,10,0,0,0,8,4,0,0,0,0,10,500,-2,-5,17,11390,0%,49,23,46%,23,47%,177,19%,26%
OAK,97730,0,0,5%,66,66,66,1,1,213,332,37,582,473,473,0,229,297700,531,265,75,150,336,50,1992,99600,538,1345,817,547390,25%,160467,84970,52%,5017,3%,1641,19%,26%
PLK,393,0,0,5%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,10,1,-8,-400,12,30,0,0,0%,54,6,12%,43,79%,139,19%,26%
SHT,718,0,0,3%,4,7,4,1,0,5,9,0,14,14,14,0,11,6050,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,102,29,29%,59,58%,142,19%,26%
TAM,15925,0,0,2%,24,24,24,1,0,16,23,2,41,40,40,0,0,0,0,0,0,0,116,17,30,1500,0,0,0,0,0%,5267,93,1%,421,7%,330,19%,26%
TPD,623,0,0,5%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,15,2,-8,-400,25,62,18,12060,0%,112,30,27%,67,59%,180,19%,26%
TPP,16276,0,0,4%,28,28,28,1,1,10,7,2,19,19,17,0,0,0,72,36,0,0,0,0,37,1850,0,0,0,0,0%,3011,12,0%,1540,51%,185,19%,26%
TRH,7392,0,0,8%,3,29,3,1,0,2,4,0,6,12,12,0,9,4950,0,0,0,0,0,0,57,2850,4,10,0,0,0%,1855,17,0%,503,27%,251,19%,26%
TRI,3157,0,0,2%,5,7,5,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,65,9,-12,-600,84,210,0,0,0%,1588,61,3%,374,23%,503,19%,26%
UEK,15136,0,0,0%,20,37,20,0,-0,14,14,5,33,27,27,0,0,0,0,0,0,0,31,4,-3,-150,68,170,44,29480,0%,4609,175,3%,1234,26%,304,19%,26%
WGK,508,0,0,5%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,90,225,0,0,0%,218,45,20%,55,25%,430,19%,26%
AAV,121,0,0,4%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,41,-0,-2%,15,37%,343,19%,26%
AGC,6540,0,0,2%,6,6,6,1,0,10,11,9,30,25,24,0,0,0,67,33,0,0,0,0,106,5300,0,0,11,7370,25%,5100,46,0%,369,7%,779,19%,26%
