Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,0,0,0,2%,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,338,8,2%,328,97%,105,26%,35%
DOO,1091,0,0,5%,7,7,7,1,0,3,4,0,7,8,8,0,13,14300,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,141,23,16%,96,68%,129,26%,35%
DTP,1119,0,0,2%,2,2,2,0,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,445,11,2%,139,31%,398,26%,35%
FDN,1247,0,0,3%,6,7,6,1,0,4,9,4,17,17,17,0,5,4250,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,723,25,3%,120,16%,579,26%,35%
HYP,395,0,0,3%,2,2,2,0,0,3,4,0,7,7,7,0,0,0,20,10,0,0,0,0,-8,-400,0,0,0,0,0%,51,1,1%,46,90%,130,26%,35%
INH,1973,0,0,4%,3,6,3,1,1,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,705,-0,-0%,253,35%,357,26%,35%
KST,331,0,0,5%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,112,12,11%,25,22%,337,26%,35%
LLD,7706,0,0,2%,6,6,6,0,0,7,4,2,13,13,13,0,0,0,25,12,0,0,0,0,30,1500,0,0,0,0,0%,2034,4,0%,699,34%,264,26%,35%
MLB,87,0,0,2%,1,1,1,1,1,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,13,8710,0%,27,15,58%,8,29%,309,26%,35%
MTR,2077,0,0,4%,5,8,5,0,0,4,8,3,15,15,15,0,0,0,0,0,0,0,0,0,-16,-800,0,0,0,0,0%,1122,-1,-0%,221,19%,540,26%,35%
NLL,301,0,0,4%,2,16,2,1,1,9,6,0,15,15,10,0,0,0,8,4,0,0,0,0,10,500,-2,-5,17,11390,0%,54,23,42%,25,47%,181,26%,35%
OAK,103858,0,0,9%,66,66,66,1,1,259,386,64,709,580,580,0,375,1350000,693,346,137,274,420,63,2558,127900,678,1695,1055,706850,25%,323081,204814,63%,5478,1%,3110,26%,35%
PLK,421,0,0,5%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,10,1,-8,-400,12,30,0,0,0%,60,6,11%,47,79%,142,26%,35%
SHT,770,0,0,3%,4,7,4,1,0,5,9,0,14,14,14,0,11,8250,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,117,34,29%,64,55%,152,26%,35%
TAM,17086,0,0,1%,24,24,24,0,0,22,18,2,42,41,41,0,0,0,0,0,0,0,116,17,40,2000,0,0,0,0,0%,4851,76,1%,458,9%,283,26%,35%
TPD,664,0,0,4%,3,3,3,0,0,3,3,0,6,8,8,0,0,0,0,0,0,0,15,2,-8,-400,25,62,18,12060,0%,121,31,25%,72,60%,182,26%,35%
TPP,17804,0,0,4%,28,28,28,1,1,10,7,2,19,19,17,0,0,0,72,36,0,0,0,0,37,1850,0,0,0,0,0%,3316,12,0%,1710,51%,186,26%,35%
TRH,7888,0,0,4%,3,29,3,0,1,3,4,0,7,15,15,0,9,10800,0,0,0,0,0,0,85,4250,6,15,0,0,25%,2190,31,1%,544,24%,277,26%,35%
TRI,0,0,0,3%,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,409,0,0%,409,100%,120,26%,35%
UEK,15708,0,0,5%,20,37,18,0,0,18,17,5,40,29,29,0,0,0,0,0,0,0,39,5,4,200,85,212,55,36850,0%,5552,238,4%,1339,24%,342,26%,35%
WGK,551,0,0,5%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,90,225,0,0,0%,245,45,18%,60,24%,445,26%,35%
AAV,131,0,0,4%,1,1,1,1,1,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,47,-0,-1%,17,36%,359,26%,35%
AGC,7102,0,0,2%,6,6,6,1,0,10,12,12,34,28,27,0,0,0,67,33,0,0,0,0,106,5300,0,0,11,7370,25%,6526,48,0%,407,6%,918,26%,35%
AHM,1497,0,0,4%,7,7,7,1,1,13,6,0,19,20,20,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,251,-1,-0%,157,62%,168,26%,35%
ARN,5078,0,0,2%,8,14,8,1,0,7,9,4,20,20,20,0,0,0,0,0,0,0,87,13,11,550,0,0,22,14740,0%,2881,71,2%,398,13%,567,26%,35%
ATL,8246,0,0,2%,4,4,4,1,0,8,7,5,20,20,19,0,135,202500,0,0,180,360,0,0,-14,-700,0,0,11,7370,0%,5086,554,10%,274,5%,616,26%,35%
AUC,6064,0,0,2%,15,15,15,1,0,15,12,14,41,35,35,0,25,38750,26,13,0,0,0,0,119,5950,0,0,0,0,0%,6909,133,1%,554,8%,1139,26%,35%
AUF,1718,0,0,2%,5,5,5,1,0,1,5,3,9,16,15,0,0,0,39,19,0,0,0,0,-14,-700,0,0,105,70350,0%,1088,132,12%,191,17%,633,26%,35%
BTR,22764,0,0,5%,25,25,25,1,0,21,9,5,35,35,35,0,37,57350,0,0,0,0,59,8,61,3050,0,0,92,61640,-5%,5571,329,5%,2218,39%,244,26%,35%
CUL,182,0,0,4%,1,3,1,1,1,5,5,0,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,22,12,56%,7,32%,121,26%,35%
ETV,432,0,0,5%,1,1,1,1,0,3,6,3,12,12,12,0,89,133500,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,549,274,50%,63,11%,1270,26%,35%
FLU,366,0,0,4%,2,2,2,1,1,7,4,0,11,11,11,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,48,11,23%,32,67%,133,26%,35%
