units= {
	fleet = {
		name = "Battle Force"
		naval_base = 2999
		task_force = {
			name = "Main Force"
			location = 2999
			# Red-Rivers
				ship = { name = "Typhon" definition = heavy_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Red-Rivers Class" } } }
				ship = { name = "Python" definition = heavy_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Red-Rivers Class" } } }
				ship = { name = "Ladon" definition = heavy_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Red-Rivers Class" } } }
				ship = { name = "Cyclops" definition = heavy_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Red-Rivers Class" } } }
				ship = { name = "Geryon" definition = heavy_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Red-Rivers Class" } } }
			# Kocomi
				ship = { name = "Acer" definition = light_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Kocomi Class" } } }
				ship = { name = "Alacer" definition = light_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Kocomi Class" } } }
				ship = { name = "Strenuus" definition = light_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Kocomi Class" } } }
				ship = { name = "Validus" definition = light_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Kocomi Class" } } }
				ship = { name = "Potens" definition = light_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Kocomi Class" } } }
				ship = { name = "Robustus" definition = light_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Kocomi Class" } } }
				ship = { name = "Superbus" definition = light_cruiser start_experience_factor = 0.1 equipment = { vnr_ship_hull_cruiser_1 = { amount = 1 owner = HHE version_name = "Kocomi Class" } } }
