# 1:00, 1 Incarnatio(1), 1727 Data
Country_Tag,Country_Population_K,Conscription_Rate,Num_Owned_States,Num_Controlled_States,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Oil_Units,Oil_BarrelsK,Aluminium_Units,Aluminium_TonsK,Rubber_Units,Rubber_TonsK,Tungsten_Units,Tungsten_TonsK,Steel_Units,Steel_TonsK,Chromium_Units,Chromium_TonsK,Coal,Coal_ShortTonsK,Maximum_Potential_Exporting,Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Efficiency
ABL,2562,2%,7,7,3,3,0,6,0,0,0,0,0,0,14,2,-6,-420,24,60,0,0,50%,498,5,1%,170,34%,194,5%,7%
BHK,4584,3%,14,14,6,12,3,21,2,2000,0,0,0,0,57,8,-8,-560,35,87,38,25460,50%,5305,75,1%,305,5%,1157,5%,7%
COA,21628,3%,9,10,21,25,10,56,27,27000,131,65,0,0,0,0,339,23730,37,92,199,133330,0%,14448,609,4%,1442,9%,744,5%,7%
DOO,891,2%,7,7,1,3,0,4,4,4000,0,0,0,0,0,0,-10,-700,0,0,0,0,50%,79,3,3%,59,74%,89,5%,7%
DTP,899,2%,2,2,4,3,2,9,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,45%,85,-0,-0%,59,70%,94,5%,7%
FDN,1013,2%,6,6,4,7,4,15,3,3000,0,0,0,0,0,0,-14,-980,0,0,0,0,75%,123,2,2%,67,54%,121,5%,7%
HNT,2938,2%,4,4,3,6,0,9,5,5000,0,0,0,0,0,0,24,1680,0,0,0,0,75%,797,7,0%,195,24%,271,5%,7%
HYP,317,0%,2,2,3,6,0,9,0,0,11,5,0,0,0,0,-10,-700,0,0,0,0,75%,21,-0,-0%,21,97%,68,5%,7%
INH,1534,2%,3,3,3,4,2,9,0,0,0,0,0,0,0,0,-8,-560,0,0,0,0,50%,211,-0,-0%,102,48%,137,5%,7%
KST,271,2%,2,2,4,5,0,9,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,50%,17,-0,-3%,18,100%,66,5%,7%
LLD,6123,2%,6,6,4,7,0,11,0,0,22,11,0,0,0,0,10,700,0,0,0,0,25%,2953,2,0%,408,13%,482,5%,7%
MLB,70,0%,1,1,3,4,0,7,0,0,0,0,0,0,0,0,-8,-560,0,0,1,670,25%,4,0,1%,4,97%,68,5%,7%
MTR,1654,4%,5,5,3,5,1,9,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,50%,235,-0,-0%,110,46%,142,5%,7%
NLL,239,2%,2,2,4,2,0,6,0,0,4,2,0,0,0,0,-3,-210,0,0,8,5360,50%,19,2,14%,15,81%,81,5%,7%
OAK,57507,1%,39,38,31,204,20,255,83,83000,92,46,0,0,104,15,1429,100030,473,1182,173,115910,50%,54826,11081,20%,3835,6%,953,5%,7%
PLK,342,1%,2,2,4,3,0,7,0,0,0,0,0,0,6,0,-6,-420,7,17,0,0,50%,25,1,5%,22,89%,74,5%,7%
SHT,628,2%,4,4,5,7,0,12,7,7000,0,0,0,0,0,0,-14,-980,0,0,0,0,75%,60,7,12%,41,69%,95,5%,7%
TAM,13739,2%,24,24,6,26,0,32,0,0,0,0,0,0,83,12,-27,-1890,0,0,0,0,0%,6804,36,0%,916,13%,495,5%,7%
TPD,539,2%,3,3,3,3,0,6,0,0,0,0,0,0,10,1,-8,-560,16,40,4,2680,25%,46,5,12%,35,76%,86,5%,7%
TPP,13720,2%,28,28,7,6,0,13,0,0,48,24,0,0,0,0,17,1190,0,0,8,5360,0%,4103,8,0%,915,22%,299,5%,7%
TRH,2022,2%,4,1,1,2,0,3,0,0,0,0,0,0,8,1,38,2660,11,27,0,0,0%,746,3,0%,135,18%,112,5%,7%
TRI,2707,2%,5,5,3,5,2,10,0,0,0,0,0,0,36,5,-6,-420,47,117,0,0,50%,780,13,1%,180,23%,288,5%,7%
UEK,17845,2%,19,22,7,8,3,18,0,0,0,0,0,0,15,2,-16,-1120,35,87,24,16080,25%,3794,34,0%,1189,31%,286,5%,7%
WGK,437,2%,4,4,4,6,2,12,0,0,0,0,0,0,0,0,-12,-840,57,142,0,0,50%,49,14,29%,29,59%,112,5%,7%
AAV,105,2%,1,1,3,5,0,8,0,0,0,0,0,0,0,0,-10,-700,0,0,0,0,75%,6,-0,-11%,7,112%,59,5%,7%
AGC,5551,2%,6,6,7,14,5,26,0,0,51,25,0,0,0,0,68,4760,0,0,0,0,25%,7300,13,0%,370,5%,1314,5%,7%
AHM,1210,3%,7,7,7,11,0,18,0,0,0,0,0,0,0,0,-24,-1680,0,0,0,0,50%,192,-3,-1%,80,41%,158,5%,7%
ARN,3946,2%,8,8,7,8,1,16,0,0,0,0,0,0,63,9,6,420,0,0,13,8710,0%,3054,22,0%,263,8%,774,5%,7%
ATL,6491,2%,4,4,5,17,3,25,86,86000,0,0,115,1150,0,0,-24,-1680,0,0,0,0,25%,5681,183,3%,432,7%,875,5%,7%
AUC,4791,2%,15,15,8,21,9,38,17,17000,17,8,0,0,0,0,63,4410,0,0,0,0,50%,7530,59,0%,319,4%,1571,5%,7%
AUF,1355,2%,5,5,1,5,1,7,0,0,27,13,0,0,0,0,-14,-980,0,0,62,41540,25%,254,48,19%,90,35%,187,5%,7%
BTR,17975,3%,25,25,7,20,3,30,24,24000,0,0,0,0,38,5,9,630,0,0,55,36850,25%,7920,192,2%,1198,15%,440,5%,7%
CPF,1007,7%,3,3,5,5,0,10,0,0,0,0,0,0,0,0,-1,-70,0,0,0,0,0%,94,-0,-0%,67,70%,94,5%,7%
CUL,105,6%,1,1,4,3,0,7,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,6,-0,-4%,7,104%,63,5%,7%
ETV,352,2%,1,1,3,4,0,7,35,35000,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,50,22,45%,23,46%,142,5%,7%
