Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2949,0,0,2%,7,7,7,1,0,4,16,2,22,17,17,0,0,0,0,0,0,0,23,3,-22,-1100,39,97,0,0,75%,1165,44,3%,291,24%,394,19%,26%
BHK,5327,0,0,4%,14,14,14,1,1,8,31,3,42,32,32,0,5,3500,0,0,0,0,101,15,-15,-750,67,167,67,44890,75%,2731,480,17%,524,19%,512,19%,26%
COA,24107,0,0,9%,9,31,11,1,0,27,60,14,101,103,90,0,64,112000,275,137,0,0,0,0,333,16650,28,70,452,302840,0%,18421,4647,25%,1256,6%,875,19%,26%
DOO,1022,0,0,3%,7,7,7,1,0,1,6,0,7,9,9,0,7,3850,0,0,0,0,0,0,-12,-600,0,0,0,0,75%,119,6,5%,89,75%,116,19%,26%
DTP,1036,0,0,4%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,389,-0,-0%,127,32%,375,19%,26%
FDN,1171,0,0,6%,6,7,6,1,0,4,9,4,17,17,17,0,4,2800,0,0,0,0,0,0,-18,-900,0,0,0,0,75%,618,4,0%,107,17%,528,19%,26%
HNT,3397,0,0,2%,4,7,4,1,0,1,5,3,9,12,12,0,8,4400,0,0,0,0,0,0,32,1600,0,0,0,0,25%,1761,11,0%,395,22%,518,19%,26%
HYP,363,0,0,3%,2,2,2,1,0,3,6,0,9,9,9,0,0,0,20,10,0,0,0,0,-12,-600,0,0,0,0,25%,48,0,1%,42,87%,133,19%,26%
INH,1789,0,0,4%,3,6,3,1,0,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,679,-0,-0%,226,33%,379,19%,26%
KST,311,0,0,2%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,25%,85,-0,-1%,23,27%,274,19%,26%
LLD,7151,0,0,5%,6,6,6,1,0,6,25,2,33,30,30,0,0,0,32,16,0,0,0,0,1,50,0,0,0,0,75%,4578,9,0%,705,15%,640,19%,26%
MLB,81,0,0,3%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,2,1340,75%,9,1,17%,7,78%,111,19%,26%
MTR,1913,0,0,2%,5,8,5,1,0,4,8,3,15,15,15,0,0,0,0,0,0,0,0,0,-16,-800,0,0,0,0,25%,1006,-1,-0%,197,19%,526,19%,26%
NLL,274,0,0,4%,2,16,2,1,0,9,7,0,16,16,11,0,0,0,9,4,0,0,0,0,8,400,-2,-5,19,12730,25%,55,28,50%,24,43%,202,19%,26%
OAK,62287,0,0,8%,39,39,37,0,0,32,239,17,288,260,260,0,89,102350,121,60,7,70,126,18,885,44250,331,827,240,160800,25%,66809,20746,31%,2718,4%,1047,19%,26%
PLK,396,0,0,4%,2,4,2,1,1,4,5,0,9,9,9,0,0,0,0,0,0,0,10,1,-10,-500,12,30,0,0,25%,57,7,12%,44,77%,144,19%,26%
SHT,720,0,0,2%,4,7,4,1,0,5,10,0,15,14,14,0,11,7700,0,0,0,0,0,0,-18,-900,0,0,0,0,75%,90,18,20%,59,65%,125,19%,26%
TAM,16220,0,0,3%,24,24,24,1,0,9,62,2,73,72,72,0,0,0,0,0,0,0,145,21,-51,-2550,0,0,0,0,25%,11511,252,2%,451,3%,709,19%,26%
TPD,623,0,0,5%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,22,3,-8,-400,36,90,7,4690,25%,113,25,22%,68,60%,181,19%,26%
TPP,16287,0,0,4%,28,28,28,1,1,10,23,2,35,28,26,0,0,0,75,37,0,0,0,0,18,900,0,0,0,0,75%,3312,23,0%,1527,46%,203,19%,26%
TRH,10019,0,0,4%,12,29,12,1,1,7,16,0,23,24,24,0,11,11000,0,0,0,0,59,8,96,4800,107,267,8,5360,15%,3283,219,6%,774,23%,327,19%,26%
TRI,3131,0,0,2%,5,7,5,1,0,3,9,5,17,14,14,0,0,0,0,0,0,0,57,8,-12,-600,96,240,0,0,25%,2377,79,3%,374,15%,759,19%,26%
UEK,12718,0,0,3%,11,21,11,1,0,4,9,5,18,18,18,0,0,0,0,0,0,0,0,0,9,450,2,5,20,13400,0%,4513,40,0%,981,21%,354,19%,26%
WGK,504,0,0,2%,4,4,4,1,0,4,19,2,25,22,22,0,0,0,0,0,0,0,0,0,-32,-1600,96,240,0,0,75%,276,91,33%,54,19%,549,19%,26%
AAV,120,0,0,1%,1,1,1,1,0,6,5,2,13,13,10,0,0,0,0,0,0,0,0,0,8,400,-2,-5,0,0,25%,41,-0,-0%,15,36%,346,19%,26%
AGC,6543,0,0,3%,6,6,6,1,0,9,18,15,42,36,35,0,0,0,64,32,0,0,0,0,91,4550,0,0,0,0,25%,7458,30,0%,373,5%,1139,19%,26%
AHM,1393,0,0,6%,7,7,7,1,0,9,14,0,23,24,24,0,0,0,0,0,0,0,0,0,-30,-1500,0,0,0,0,50%,246,-4,-1%,143,58%,176,19%,26%
ARN,4652,0,0,2%,8,14,8,1,0,8,18,10,36,26,26,0,0,0,0,0,0,0,88,13,13,650,0,0,22,14740,75%,4546,116,2%,359,7%,977,19%,26%
ATL,7653,0,0,3%,4,4,4,1,0,10,47,14,71,48,47,0,155,201500,0,0,208,2080,0,0,-48,-2400,0,0,0,0,70%,10027,1808,18%,251,2%,1310,19%,26%
AUC,5617,0,0,3%,15,15,15,1,0,13,53,13,79,67,66,0,25,28750,26,13,0,0,0,0,90,4500,0,0,0,0,25%,6915,319,4%,531,7%,1231,19%,26%
AUF,1564,0,0,2%,5,5,5,1,0,1,13,3,17,17,16,0,0,0,42,21,0,0,0,0,-18,-900,0,0,105,70350,75%,1105,228,20%,166,15%,706,19%,26%
BTR,21074,0,0,2%,25,25,25,1,0,14,44,5,63,60,60,0,35,45500,0,0,0,0,62,9,1,50,0,0,83,55610,25%,6434,913,14%,2026,31%,305,19%,26%
CUL,170,0,0,4%,1,3,1,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,4,-1,-32%,6,132%,27,19%,26%
ETV,402,0,0,2%,1,1,1,1,0,3,10,4,17,14,14,0,95,123500,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,585,320,54%,57,9%,1453,19%,26%
FLU,342,0,0,6%,2,2,2,1,0,5,9,0,14,14,14,0,0,0,0,0,0,0,0,0,-18,-900,0,0,0,0,25%,27,-2,-7%,27,99%,81,19%,26%
FRO,585,0,0,3%,3,3,3,1,0,4,18,0,22,22,22,0,0,0,0,0,0,0,0,0,-36,-1800,0,0,0,0,75%,69,-7,-10%,64,92%,119,19%,26%
JIN,689,0,0,6%,1,1,1,1,0,6,10,0,16,16,16,0,0,0,0,0,0,0,9,1,-2,-100,0,0,0,0,0%,127,3,2%,91,71%,185,19%,26%
KHM,7886,0,0,5%,13,13,13,1,0,7,19,0,26,27,27,0,0,0,0,0,0,0,0,0,29,1450,0,0,72,48240,75%,2756,220,8%,718,26%,349,19%,26%
KKV,607,0,0,4%,1,1,1,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,228,-0,-0%,77,34%,375,19%,26%
KSA,5752,0,0,3%,10,10,10,1,0,6,13,9,28,27,27,0,82,73800,16,8,48,480,0,0,32,1600,0,0,0,0,25%,4726,241,5%,606,12%,821,19%,26%
LNV,405,0,0,4%,1,1,1,1,0,3,6,2,11,11,10,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,20%,148,-1,-0%,51,34%,366,19%,26%
LOC,122,0,0,4%,1,1,1,1,1,4,5,0,9,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,50%,14,-0,-6%,14,103%,118,19%,26%
MES,976,0,0,3%,1,1,1,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,78,52260,25%,520,97,18%,140,26%,533,19%,26%
MJU,0,0,0,3%,27,30,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,75%,2862,9,0%,2852,99%,60,19%,26%
MNG,3465,0,0,4%,7,7,7,1,0,9,15,3,27,23,21,0,9,4950,0,0,0,0,0,0,22,1100,0,0,0,0,75%,1498,20,1%,261,17%,432,19%,26%
MRV,183,0,0,2%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,63,-0,-1%,23,37%,344,19%,26%
OOD,8773,0,0,6%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,2531,-0,-0%,765,30%,288,19%,26%
PER,292,0,0,6%,1,1,1,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-5,-250,0,0,0,0,0%,40,-0,-1%,37,92%,138,19%,26%
QDT,2813,0,0,6%,15,16,15,1,0,10,11,10,31,35,35,0,73,94900,10,5,0,0,0,0,128,6400,0,0,0,0,0%,3545,271,7%,215,6%,1260,19%,26%
QUE,3770,0,0,4%,12,12,12,1,0,7,12,5,24,28,26,0,0,0,0,0,0,0,0,0,-28,-1400,0,0,0,0,50%,2749,-4,-0%,379,13%,729,19%,26%
RIV,820,0,0,2%,2,2,2,1,0,3,10,3,16,11,11,0,86,111800,0,0,102,1020,0,0,-10,-500,0,0,0,0,25%,688,294,42%,104,15%,839,19%,26%
RJV,238,0,0,6%,1,1,1,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,83,-0,-1%,30,36%,351,19%,26%
RNV,403,0,0,2%,1,1,1,1,0,3,8,2,13,11,11,0,50,57500,0,0,0,0,0,0,-12,-600,0,0,0,0,25%,291,131,45%,55,19%,721,19%,26%
SDP,32064,0,0,4%,7,28,7,1,0,9,78,25,112,73,73,0,69,86250,74,37,0,0,0,0,74,3700,-2,-5,97,64990,50%,20601,2508,12%,1741,8%,642,19%,26%
SKE,853,0,0,6%,2,2,2,1,0,5,7,2,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,319,-1,-0%,112,35%,374,19%,26%
SMP,23085,0,0,4%,5,5,5,1,0,6,50,0,56,55,54,0,0,0,0,0,0,0,152,22,-41,-2050,0,0,86,57620,0%,12701,968,7%,1756,13%,550,19%,26%
SPP,32949,0,0,4%,7,17,7,1,0,2,27,10,39,56,55,0,99,123750,0,0,0,0,0,0,60,3000,0,0,0,0,0%,17432,1738,9%,950,5%,529,19%,26%
SRV,402,0,0,6%,1,1,1,1,0,4,9,5,18,17,17,0,55,71500,0,0,0,0,0,0,-16,-800,0,0,0,0,25%,441,172,39%,22,5%,1095,19%,26%
TNV,302,0,0,4%,1,1,1,1,0,8,7,2,17,17,12,0,0,0,0,0,0,0,0,0,5,250,-2,-5,0,0,75%,108,-0,-0%,40,37%,359,19%,26%
UMB,2209,0,0,6%,4,4,4,1,0,4,11,8,23,21,21,0,0,0,0,0,0,0,0,0,14,700,0,0,0,0,75%,2347,1,0%,232,9%,1062,19%,26%
USV,122,0,0,2%,1,1,1,1,0,3,6,2,11,11,10,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,75%,34,-1,-3%,10,31%,277,19%,26%
WEA,245,0,0,3%,1,1,1,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,90,-1,-1%,35,38%,369,19%,26%
HHE,335515,0,0,6%,164,144,215,0,0,132,216,53,401,643,346,0,448,649600,375,187,92,920,584,87,583,29150,401,1002,566,379220,15%,135093,61036,45%,19311,14%,515,19%,26%
HRF,11398,0,0,5%,18,18,18,1,0,8,19,2,29,37,37,0,0,0,0,0,0,0,75,11,15,750,80,200,79,52930,15%,4706,379,8%,1285,27%,412,19%,26%
AVE,149,0,0,5%,2,7,2,1,0,5,16,0,21,18,18,0,0,0,0,0,0,0,0,0,22,1100,0,0,29,19430,75%,97,73,75%,14,15%,649,19%,26%
BIU,204,0,0,5%,2,7,2,1,0,6,17,2,25,21,21,0,0,0,0,0,0,0,0,0,42,2100,0,0,40,26800,75%,184,107,58%,26,14%,902,19%,26%
CYR,0,0,0,8%,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,331,0,0%,331,100%,77,19%,26%
