Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,3167,0,0,3%,7,7,7,1,0,5,10,2,17,17,17,0,0,0,0,0,0,0,23,3,-20,-1000,39,97,0,0,0%,1278,31,2%,317,24%,403,26%,35%
BHK,5758,0,0,4%,14,14,14,1,1,17,10,3,30,32,32,0,5,5000,0,0,0,0,101,15,3,150,67,167,81,54270,0%,2485,234,9%,574,23%,431,26%,35%
DOO,1097,0,0,3%,7,7,7,1,0,1,5,0,6,9,9,0,7,5250,0,0,0,0,0,0,-12,-600,0,0,11,7370,75%,153,22,14%,97,63%,139,26%,35%
DTP,1121,0,0,4%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,454,11,2%,140,30%,404,26%,35%
FDN,1260,0,0,5%,6,7,6,1,0,4,9,4,17,17,17,0,4,3400,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,719,23,3%,117,16%,570,26%,35%
HNT,3670,0,0,2%,4,7,4,1,0,1,5,3,9,12,12,0,8,7200,0,0,0,0,0,0,32,1600,0,0,0,0,25%,1968,16,0%,433,22%,536,26%,35%
HYP,389,0,0,3%,2,2,2,1,0,3,7,0,10,10,10,0,0,0,20,10,0,0,0,0,-14,-700,0,0,11,7370,0%,71,16,22%,46,64%,183,26%,35%
INH,1943,0,0,4%,3,6,3,1,1,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,10,6700,0%,780,10,1%,249,31%,401,26%,35%
KST,333,0,0,2%,2,2,2,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,96,-1,-1%,25,26%,290,26%,35%
LLD,7752,0,0,5%,6,6,6,1,0,9,22,2,33,33,33,0,0,0,35,17,0,0,0,0,2,100,0,0,0,0,0%,4905,8,0%,776,15%,632,26%,35%
MLB,87,0,0,3%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,13,8710,0%,24,13,57%,7,31%,278,26%,35%
MTR,2060,0,0,2%,5,8,5,1,0,4,9,3,16,16,16,0,0,0,0,0,0,0,0,0,-18,-900,0,0,0,0,0%,1162,-2,-0%,216,18%,564,26%,35%
NLL,294,0,0,4%,2,16,2,1,1,9,7,0,16,16,11,0,0,0,9,4,0,0,0,0,8,400,-2,-5,32,21440,0%,81,45,55%,26,32%,276,26%,35%
OAK,90852,0,0,8%,48,66,48,1,0,57,395,96,548,487,487,0,157,211950,396,198,44,440,156,23,1198,59900,361,902,674,451580,25%,186572,75180,40%,4346,2%,2053,26%,35%
PLK,428,0,0,4%,2,4,2,1,1,5,4,0,9,9,9,0,0,0,0,0,0,0,10,1,-8,-400,12,30,0,0,0%,62,6,11%,48,77%,145,26%,35%
SHT,771,0,0,2%,4,7,4,1,0,5,9,0,14,14,14,0,11,8250,0,0,0,0,0,0,-18,-900,0,0,0,0,0%,98,17,17%,64,65%,127,26%,35%
TAM,17691,0,0,2%,24,24,24,1,0,21,61,2,84,84,84,0,0,0,0,0,0,0,145,21,-51,-2550,0,0,0,0,0%,13475,243,1%,499,3%,761,26%,35%
TPD,670,0,0,5%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,22,3,-8,-400,36,90,8,5360,0%,129,26,20%,77,59%,193,26%,35%
TPP,17789,0,0,4%,28,28,28,1,1,15,16,2,33,33,31,0,0,0,75,37,0,0,0,0,18,900,0,0,0,0,0%,3588,16,0%,1693,47%,201,26%,35%
TRH,10593,0,0,3%,12,29,12,0,0,7,26,0,33,26,26,0,11,14300,0,0,0,0,66,9,92,4600,118,295,8,5360,40%,3703,353,9%,832,22%,349,26%,35%
TRI,0,0,0,2%,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,397,0,0%,397,100%,118,26%,35%
UEK,13746,0,0,2%,11,21,11,1,0,5,8,5,18,18,18,0,0,0,0,0,0,0,0,0,11,550,2,5,31,20770,0%,4803,58,1%,1081,22%,349,26%,35%
WGK,541,0,0,3%,4,4,4,1,0,8,18,2,28,25,25,0,0,0,0,0,0,0,0,0,-30,-1500,96,240,0,0,75%,304,88,28%,59,19%,561,26%,35%
AAV,129,0,0,1%,1,1,1,1,0,6,6,2,14,14,11,0,0,0,0,0,0,0,0,0,7,350,-2,-5,0,0,25%,46,-0,-0%,16,35%,362,26%,35%
AGC,7105,0,0,2%,6,6,6,1,0,16,12,15,43,43,42,0,0,0,64,32,0,0,0,0,91,4550,0,0,0,0,0%,8149,23,0%,411,5%,1146,26%,35%
