Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,3294,0,0,2%,7,7,7,1,0,5,10,2,17,17,17,0,0,0,0,0,0,0,23,3,-20,-1000,39,97,0,0,0%,1361,31,2%,332,24%,413,30%,40%
BHK,5986,0,0,4%,14,14,14,1,1,17,10,3,30,32,32,0,5,5750,0,0,0,0,101,15,3,150,67,167,81,54270,0%,2561,237,9%,601,23%,427,30%,40%
DOO,1137,0,0,3%,7,7,7,1,0,1,5,0,6,9,9,0,7,5950,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,158,23,14%,101,64%,139,30%,40%
DTP,1167,0,0,4%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,480,11,2%,146,30%,411,30%,40%
FDN,1312,0,0,5%,6,7,6,1,0,4,9,4,17,17,17,0,4,4600,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,763,26,3%,123,16%,581,30%,40%
HNT,3820,0,0,2%,4,7,4,1,0,1,5,3,9,12,12,0,8,6800,0,0,0,0,0,0,32,1600,0,0,0,0,25%,1992,16,0%,453,22%,521,30%,40%
HYP,404,0,0,3%,2,2,2,1,0,4,6,0,10,10,10,0,0,0,22,11,0,0,0,0,-12,-600,0,0,11,7370,0%,75,15,20%,49,65%,186,30%,40%
INH,2031,0,0,4%,3,6,3,1,1,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,828,11,1%,262,31%,407,30%,40%
KST,345,0,0,2%,2,2,2,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,102,-1,-1%,26,26%,297,30%,40%
LLD,8077,0,0,5%,6,6,6,1,0,15,22,2,39,39,39,0,0,0,35,17,0,0,0,0,2,100,0,0,0,0,0%,4677,8,0%,814,17%,579,30%,40%
MLB,90,0,0,3%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,13,8710,0%,24,13,55%,8,32%,274,30%,40%
MTR,2145,0,0,2%,5,8,5,1,0,4,10,3,17,17,17,0,0,0,0,0,0,0,0,0,-20,-1000,0,0,0,0,0%,1270,-2,-0%,226,17%,591,30%,40%
