Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2802,0,0,2%,7,7,7,1,0,3,13,2,18,13,13,0,0,0,0,0,0,0,20,3,-16,-800,35,87,0,0,75%,1031,35,3%,273,26%,368,14%,19%
BHK,5031,0,0,4%,14,14,14,1,1,5,27,3,35,29,29,0,3,2100,0,0,0,0,79,11,-17,-850,49,122,44,29480,75%,2352,297,12%,488,20%,467,14%,19%
COA,23327,0,0,9%,9,31,11,0,0,27,34,14,75,77,64,0,53,76850,233,116,0,0,0,0,320,16000,25,62,364,243880,0%,14442,2577,17%,1200,8%,709,14%,19%
DOO,971,0,0,3%,7,7,7,1,0,1,5,0,6,9,9,0,6,3300,0,0,0,0,0,0,-12,-600,0,0,0,0,75%,107,5,4%,84,78%,110,14%,19%
DTP,983,0,0,4%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,347,-0,-0%,119,34%,353,14%,19%
FDN,1111,0,0,5%,6,7,6,1,0,4,8,4,16,16,16,0,4,2800,0,0,0,0,0,0,-16,-800,0,0,0,0,75%,549,4,0%,100,18%,494,14%,19%
HNT,3211,0,0,2%,4,7,4,1,0,1,5,3,9,12,12,0,7,4900,0,0,0,0,0,0,27,1350,0,0,0,0,25%,1554,11,0%,368,23%,484,14%,19%
HYP,345,0,0,3%,2,2,2,1,0,3,6,0,9,9,9,0,0,0,17,8,0,0,0,0,-12,-600,0,0,0,0,25%,44,0,1%,39,89%,128,14%,19%
INH,1687,0,0,4%,3,6,3,1,0,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,606,-0,-0%,210,34%,359,14%,19%
KST,295,0,0,2%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,25%,76,-0,-1%,22,29%,259,14%,19%
LLD,6750,0,0,4%,6,6,6,1,0,4,19,2,25,22,22,0,0,0,24,12,0,0,0,0,2,100,0,0,0,0,75%,3914,6,0%,657,16%,579,14%,19%
MLB,77,0,0,3%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,2,1340,75%,8,1,19%,6,78%,109,14%,19%
MTR,1814,0,0,2%,5,8,5,1,0,4,7,3,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,880,-1,-0%,185,21%,485,14%,19%
NLL,261,0,0,4%,2,16,2,1,0,9,7,0,16,16,11,0,0,0,8,4,0,0,0,0,6,300,-2,-5,17,11390,25%,49,24,50%,22,45%,190,14%,19%
OAK,60183,0,0,8%,39,39,37,0,0,32,171,17,220,200,200,0,78,66300,106,53,0,0,111,16,845,42250,288,720,220,147400,25%,52561,13341,25%,2594,4%,853,14%,19%
PLK,374,0,0,4%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,9,1,-8,-400,11,27,0,0,25%,51,6,12%,41,79%,138,14%,19%
SHT,684,0,0,2%,4,7,4,1,0,5,10,0,15,14,14,0,10,7000,0,0,0,0,0,0,-18,-900,0,0,0,0,75%,81,16,20%,55,68%,119,14%,19%
TAM,15205,0,0,3%,24,24,24,1,0,7,49,2,58,56,56,0,0,0,0,0,0,0,106,15,-43,-2150,0,0,0,0,25%,7377,137,1%,394,5%,485,14%,19%
TPD,591,0,0,5%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,13,1,-8,-400,22,55,6,4020,25%,93,17,18%,63,67%,158,14%,19%
TPP,15258,0,0,4%,28,28,28,1,1,9,19,2,30,24,22,0,0,0,60,30,0,0,0,0,14,700,0,0,0,0,75%,2981,15,0%,1412,47%,195,14%,19%
TRH,9575,0,0,5%,12,29,12,1,1,5,12,0,17,19,19,0,8,5600,0,0,0,0,48,7,84,4200,86,215,6,4020,0%,2907,144,4%,730,25%,303,14%,19%
TRI,2967,0,0,2%,5,7,5,1,0,3,9,2,14,11,11,0,0,0,0,0,0,0,50,7,-12,-600,65,162,0,0,25%,1225,57,4%,350,28%,412,14%,19%
UEK,12009,0,0,3%,11,21,11,1,0,4,9,5,18,18,18,0,0,0,0,0,0,0,0,0,1,50,2,5,14,9380,0%,4169,27,0%,902,21%,347,14%,19%
WGK,477,0,0,2%,4,4,4,1,0,4,13,2,19,17,17,0,0,0,0,0,0,0,0,0,-22,-1100,83,207,0,0,75%,219,61,28%,50,23%,459,14%,19%
