Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2519,0,0,0%,7,7,7,1,0,1,4,2,7,7,7,0,0,0,0,0,0,0,15,2,-8,-400,25,62,0,0,50%,779,14,1%,238,30%,309,3%,4%
BHK,4500,0,0,3%,14,14,14,0,0,4,9,1,14,15,15,0,2,1100,0,0,0,0,60,9,-4,-200,37,92,35,23450,50%,1127,108,9%,407,36%,250,3%,4%
COA,19691,0,0,4%,9,31,10,0,0,23,23,5,51,54,48,0,27,25650,131,65,0,0,0,0,187,9350,19,47,158,105860,0%,7970,907,11%,1024,12%,417,3%,4%
DOO,874,0,0,3%,7,7,7,1,0,0,1,0,1,2,2,0,5,2750,0,0,0,0,0,0,-2,-100,0,0,0,0,50%,81,3,4%,71,87%,93,3%,4%
DTP,882,0,0,0%,2,2,2,1,0,3,3,0,6,6,6,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,137,-0,-0%,104,75%,155,3%,4%
FDN,994,0,0,0%,6,7,6,1,0,4,6,4,14,14,14,0,3,1650,0,0,0,0,0,0,-12,-600,0,0,0,0,50%,424,2,0%,84,19%,426,3%,4%
HNT,2882,0,0,1%,4,7,4,0,0,0,2,2,4,7,7,0,5,2750,0,0,0,0,0,0,22,1100,0,0,0,0,50%,805,5,0%,309,38%,279,3%,4%
HYP,311,0,0,1%,2,2,2,1,0,1,3,0,4,4,4,0,0,0,11,5,0,0,0,0,-6,-300,0,0,0,0,50%,36,0,1%,31,88%,116,3%,4%
INH,1505,0,0,0%,3,6,3,0,0,3,3,0,6,6,6,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,231,-0,-0%,175,75%,154,3%,4%
KST,266,0,0,0%,2,2,2,1,0,4,3,0,7,7,7,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,18,-0,-2%,17,98%,68,3%,4%
LLD,6010,0,0,1%,6,6,6,1,0,3,5,2,10,10,10,0,0,0,15,7,0,0,0,0,10,500,0,0,0,0,50%,1489,2,0%,496,33%,247,3%,4%
MLB,69,0,0,0%,1,1,1,1,0,3,3,0,6,6,6,0,0,0,0,0,0,0,0,0,-6,-300,0,0,1,670,50%,6,0,9%,5,90%,88,3%,4%
MTR,1625,0,0,0%,5,8,5,0,0,2,5,1,8,8,8,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,50%,413,-0,-0%,155,37%,254,3%,4%
NLL,235,0,0,1%,2,16,2,1,0,4,4,0,8,8,8,0,0,0,5,2,0,0,0,0,-6,-300,0,0,9,6030,50%,28,10,35%,18,63%,122,3%,4%
OAK,58502,0,0,2%,39,39,38,0,0,19,174,15,208,175,175,0,62,31000,78,39,0,0,88,13,629,31450,224,560,158,105860,50%,33427,7975,23%,2340,7%,579,3%,4%
PLK,336,0,0,1%,2,4,2,0,0,4,2,0,6,6,6,0,0,0,0,0,0,0,6,0,-4,-200,7,17,0,0,50%,38,3,9%,33,86%,113,3%,4%
SHT,616,0,0,0%,4,7,4,0,0,4,6,0,10,10,10,0,7,3850,0,0,0,0,0,0,-12,-600,0,0,0,0,50%,58,6,11%,46,80%,94,3%,4%
TAM,13450,0,0,3%,24,24,24,0,0,4,28,2,34,31,31,0,0,0,0,0,0,0,81,12,-19,-950,0,0,0,0,50%,3369,64,1%,330,9%,250,3%,4%
TPD,529,0,0,0%,3,3,3,0,0,1,3,0,4,6,6,0,0,0,0,0,0,0,10,1,-8,-400,17,42,5,3350,50%,74,13,18%,53,71%,140,3%,4%
