Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2566,0,0,1%,7,7,7,1,0,3,7,2,12,11,11,0,0,0,0,0,0,0,16,2,-12,-600,28,70,0,0,50%,813,19,2%,243,29%,316,5%,7%
BHK,4584,0,0,4%,14,14,14,1,0,5,11,1,17,16,16,0,2,1100,0,0,0,0,60,9,-4,-200,37,92,35,23450,50%,1270,127,10%,417,32%,277,5%,7%
COA,19912,0,0,4%,9,31,10,0,0,25,24,7,56,59,51,0,33,34650,157,78,0,0,0,0,249,12450,21,52,194,129980,0%,9021,1176,13%,1041,11%,467,5%,7%
DOO,891,0,0,3%,7,7,7,1,0,1,2,0,3,6,6,0,5,2750,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,86,3,4%,73,85%,96,5%,7%
DTP,899,0,0,1%,2,2,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,142,-0,-0%,106,75%,158,5%,7%
FDN,1013,0,0,1%,6,7,6,1,0,4,7,4,15,15,15,0,3,1650,0,0,0,0,0,0,-14,-700,0,0,0,0,50%,438,2,0%,87,19%,432,5%,7%
HNT,2938,0,0,1%,4,7,4,1,0,1,2,2,5,8,8,0,5,2750,0,0,0,0,0,0,25,1250,0,0,0,0,50%,840,5,0%,328,39%,285,5%,7%
HYP,317,0,0,3%,2,2,2,1,0,3,3,0,6,6,6,0,0,0,11,5,0,0,0,0,-6,-300,0,0,0,0,50%,35,0,1%,32,92%,111,5%,7%
INH,1534,0,0,1%,3,6,3,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,75%,503,-0,-0%,179,35%,328,5%,7%
KST,271,0,0,0%,2,2,2,1,0,4,3,0,7,7,7,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,19,-0,-2%,19,98%,72,5%,7%
LLD,6126,0,0,3%,6,6,6,1,0,4,5,2,11,11,11,0,0,0,15,7,0,0,0,0,10,500,0,0,0,0,50%,1496,2,0%,508,33%,244,5%,7%
