0;0;0;0;land;false;unknown;0
1;232;252;82;land;false;forest;1
2;126;212;229;land;true;farmland;1
3;249;204;73;land;false;plains;1
4;228;160;167;land;true;plains;1
5;115;234;163;land;true;plains;1
6;153;180;180;land;false;plains;1
7;251;38;216;land;false;plains;1
8;228;189;112;land;false;plains;1
9;252;225;54;land;false;desert;1
10;185;158;235;land;false;plains;1
11;237;168;210;land;false;plains;1
12;174;197;222;land;false;plains;1
13;250;233;199;land;false;plains;1
14;183;212;197;land;true;plains;1
15;187;227;192;land;false;plains;1
16;248;119;210;land;false;plains;1
17;72;238;211;land;false;plains;1
18;214;218;131;land;false;plains;1
19;221;207;189;land;true;plains;1
20;249;238;40;land;false;plains;1
21;130;198;185;land;false;plains;1
22;225;135;226;land;false;plains;1
23;79;238;234;land;false;plains;1
24;153;209;193;land;false;plains;1
25;235;131;166;land;false;plains;1
26;247;249;249;land;false;plains;1
27;229;160;226;land;false;plains;1
28;176;152;207;land;false;plains;1
29;228;214;149;land;false;plains;1
30;200;180;146;land;false;plains;1
31;235;232;156;land;true;plains;1
32;229;206;214;land;false;plains;1
33;250;205;178;land;false;plains;1
34;232;175;218;land;false;plains;1
35;212;230;170;land;true;forest;1
36;244;167;247;land;false;plains;1
37;127;227;181;land;false;jungle;1
38;216;205;164;land;true;plains;1
39;225;254;158;land;false;plains;1
40;198;65;251;land;true;plains;1
41;191;244;211;land;false;mountain;3
42;234;232;135;land;false;plains;1
43;216;125;224;land;false;plains;1
44;185;254;159;land;false;plains;1
45;182;114;224;land;false;plains;1
46;229;252;54;land;false;plains;1
47;207;174;180;land;false;plains;1
48;149;109;248;land;false;plains;1
49;205;209;129;land;true;urban;1
50;35;254;224;land;false;plains;1
51;92;250;189;land;false;desert;1
52;164;181;156;land;false;plains;1
53;59;251;201;land;true;plains;1
54;86;252;167;land;true;plains;1
55;225;236;241;land;false;plains;1
56;159;219;217;land;false;plains;1
57;163;165;202;land;false;plains;1
58;199;243;187;land;false;plains;1
59;252;101;254;land;false;plains;1
60;248;188;236;land;false;plains;1
61;217;201;210;land;true;desert;1
62;198;176;224;land;false;plains;1
63;152;201;243;land;false;plains;1
64;244;174;237;land;false;plains;1
65;222;99;221;land;false;plains;1
66;230;183;107;land;false;plains;1
67;228;87;212;land;false;forest;1
68;245;168;172;land;true;plains;1
69;169;252;153;land;false;plains;1
70;109;156;239;land;true;plains;1
71;123;204;241;land;true;plains;1
72;128;229;225;land;true;plains;1
73;157;167;200;land;false;plains;1
74;202;247;126;land;false;plains;1
75;215;250;117;land;false;plains;1
76;121;135;250;land;false;forest;1
77;217;249;36;land;false;plains;1
78;190;229;245;land;true;plains;1
79;212;193;99;land;false;plains;1
80;158;160;213;land;false;forest;1
81;164;195;237;land;false;mountain;1
82;226;235;216;land;true;plains;1
83;226;159;231;land;false;marsh;1
84;252;203;236;land;false;plains;1
85;233;220;135;land;false;plains;1
