1;3331.00;10.73;1282.00;small
1;3270.00;10.23;1269.00;small
2;3327.00;9.90;1185.00;small
2;3314.00;9.88;1205.00;small
3;3404.00;10.20;1182.00;small
3;3352.00;10.70;1225.00;small
4;3280.00;10.10;1180.00;small
4;3242.00;11.45;1222.00;small
5;3210.00;10.53;1276.00;small
5;3132.00;11.23;1277.00;small
6;3006.00;11.00;1371.00;small
6;3064.00;10.62;1341.00;small
7;3073.00;10.70;1270.00;big
7;3046.00;10.23;1232.00;big
8;2901.00;10.62;1285.00;big
9;3005.00;11.40;1584.00;big
9;3141.00;11.48;1501.00;big
10;3531.00;11.32;1406.00;big
10;3342.00;10.25;1427.00;big
11;3874.00;10.70;1204.00;big
11;3749.00;10.40;1389.00;big
12;3468.00;9.80;1188.00;big
12;3454.00;9.82;1200.00;big
12;3462.00;9.85;1223.00;big
12;3479.00;9.93;1201.00;big
12;3447.00;10.20;1220.00;big
13;3551.00;10.32;1113.00;big
13;3518.00;9.75;1062.00;big
14;3487.00;9.90;995.00;big
14;3473.00;9.90;994.00;big
14;3456.00;9.80;1016.00;big
14;3454.00;10.00;1006.00;big
14;3462.00;9.85;1021.00;big
14;3451.00;9.80;1029.00;big
14;3443.00;9.80;1024.00;big
14;3433.00;9.85;1023.00;big
14;3445.00;9.85;1007.00;big
15;3580.00;9.90;935.00;big
15;3591.00;9.90;929.00;big
16;3346.00;10.80;1002.00;big
16;3251.00;10.35;1027.00;big
17;2853.00;9.80;1159.00;big
17;2907.00;11.55;1067.00;big
17;2862.00;11.40;986.00;big
17;2824.00;10.57;1036.00;big
18;3012.00;11.55;990.00;small
18;2947.00;10.73;869.00;small
19;3350.00;10.82;901.00;big
19;3175.00;10.85;944.00;big
20;3492.00;11.00;676.00;big
20;3852.00;11.30;625.00;big
21;3964.00;11.23;911.00;big
21;4193.00;11.43;1074.00;big
22;2851.00;9.50;1247.00;small
22;2894.00;9.50;1171.00;small
23;2981.00;9.50;1108.00;small
23;3131.00;9.50;1059.00;small
24;3052.00;9.50;1195.00;small
24;3145.00;9.50;1153.00;small
25;3328.00;9.50;1085.00;small
25;3249.00;9.50;1103.00;small
26;3426.00;9.50;1188.00;small
26;3416.00;9.50;1212.00;small
27;3481.00;9.50;1100.00;small
27;3411.00;9.50;1056.00;small
28;3636.00;9.50;1148.00;big
28;3555.00;9.50;1213.00;big
28;3691.00;9.50;1256.00;big
29;3523.00;9.50;999.00;big
29;3611.00;9.50;1019.00;big
30;3488.00;9.50;895.00;big
30;3637.00;9.80;807.00;big
31;3762.00;10.62;788.00;big
31;3912.00;10.75;732.00;big
32;3729.00;9.50;1080.00;big
32;3723.00;9.50;903.00;big
33;3816.00;9.50;797.00;big
33;3922.00;9.50;769.00;big
34;3903.00;9.50;1063.00;big
34;3812.00;9.50;988.00;big
35;3973.00;9.50;1130.00;big
35;4013.00;9.50;1202.00;big
36;3383.00;9.80;561.00;big
36;3284.00;9.50;631.00;big
37;4130.00;9.50;1246.00;big
37;4162.00;9.50;1395.00;big
38;3873.00;9.50;1485.00;small
38;4008.00;9.50;1375.00;small
39;4300.00;10.60;701.00;big
39;4416.00;10.00;793.00;big
40;4171.00;9.80;692.00;big
40;4238.00;9.73;817.00;big
40;4171.00;9.80;842.00;big
40;4077.00;9.50;773.00;big
41;3289.00;9.50;798.00;big
41;3117.00;9.57;872.00;big
41;3172.00;9.50;763.00;big
42;2830.00;9.50;1395.00;small
42;2965.00;9.50;1456.00;small
43;2599.00;9.50;1450.00;big
43;2707.00;9.50;1480.00;big
44;2749.00;9.50;938.00;big
44;2557.00;9.93;1025.00;big
45;2761.00;9.50;1249.00;big
45;2755.00;9.50;1131.00;big
46;2551.00;9.50;1299.00;big
46;2484.00;9.50;1133.00;big
47;2982.00;9.80;779.00;big
47;3031.00;9.50;674.00;big
48;3649.00;9.50;1577.00;big
48;3808.00;9.50;1573.00;big
49;3473.00;9.50;1590.00;big
49;3306.00;9.50;1581.00;big
50;3022.00;9.50;1718.00;big
50;3155.00;9.50;1648.00;big
51;2762.00;9.50;1694.00;big
51;2891.00;9.50;1624.00;big
52;2627.00;9.50;1640.00;big
52;2524.00;9.50;1689.00;big
53;3345.00;9.50;416.00;big
53;3458.00;9.50;404.00;big
54;2706.00;9.50;791.00;big
54;2852.00;9.50;728.00;big
55;3575.00;9.50;428.00;big
55;3671.00;9.50;367.00;big
56;3653.00;9.80;453.00;big
56;3787.00;10.30;476.00;big
57;3780.00;9.50;343.00;big
57;3854.00;9.50;407.00;big
58;4081.00;10.40;557.00;big
58;4013.00;9.50;453.00;big
59;4105.00;9.50;595.00;big
59;4195.00;9.50;611.00;big
60;3136.00;9.82;583.00;big
60;3278.00;10.60;513.00;big
61;2983.00;10.30;529.00;big
61;3007.00;9.50;602.00;big
62;2370.00;9.50;642.00;big
62;2547.00;9.50;684.00;big
63;2433.00;9.50;899.00;big
63;2301.00;9.50;1082.00;big
64;4359.00;9.93;935.00;big
64;4361.00;10.73;867.00;big
65;4557.00;10.00;870.00;big
65;4520.00;9.80;691.00;big
66;4504.00;9.50;609.00;big
66;4358.00;9.80;488.00;big
67;4580.00;9.50;1116.00;big
67;4374.00;9.50;1086.00;big
68;4489.00;9.50;1312.00;big
68;4325.00;9.50;1304.00;big
69;2056.00;9.50;651.00;big
69;2266.00;9.80;596.00;big
70;1932.00;9.50;838.00;big
70;2118.00;9.50;912.00;big
71;2760.00;9.50;494.00;big
71;2450.00;9.50;472.00;big
72;3144.00;9.50;258.00;big
72;4177.00;9.50;246.00;big
73;2060.00;9.50;242.00;big
73;2723.00;10.45;94.00;big
74;4163.00;9.50;1512.00;big
74;4046.00;9.50;1634.00;big
75;4375.00;9.50;1605.00;big
75;4497.00;9.50;1537.00;big
76;4936.00;9.90;1458.00;big
76;4647.00;11.25;1411.00;big
77;1888.00;10.30;575.00;big
77;1659.00;10.50;534.00;big
78;2369.00;10.95;1325.00;big
78;2360.00;12.20;1596.00;big
79;2765.00;9.50;1926.00;big
79;2419.00;9.50;1853.00;big
80;3413.00;9.50;1845.00;big
80;4007.00;9.50;1893.00;big
81;4750.00;9.50;1779.00;big
81;5303.00;9.50;1600.00;big
82;5085.00;9.50;927.00;big
82;5046.00;9.50;313.00;big
83;1641.00;9.50;1038.00;big
83;2022.00;9.78;1482.00;big
84;2037.00;9.50;1829.00;big
84;1416.00;9.93;1901.00;big
85;1043.00;11.73;1513.00;big
85;1468.00;11.10;1660.00;big
86;1388.00;9.82;1089.00;big
86;1295.00;10.75;1251.00;big
87;1349.00;9.50;546.00;big
87;479.00;9.50;682.00;big
88;677.00;9.50;1644.00;big
88;229.00;9.50;1555.00;big
89;3516.00;9.50;1114.00;big
89;3525.00;9.50;1079.00;big
90;3110.00;12.53;1392.00;big
90;3081.00;12.32;1431.00;small
91;3224.00;15.12;1374.00;big
91;3154.00;16.27;1385.00;big
91;3195.00;17.73;1422.00;small
92;3354.00;13.20;1328.00;big
92;3269.00;17.62;1377.00;big
92;3322.00;14.45;1366.00;small
93;3343.00;9.80;1138.00;big
93;3334.00;9.85;1173.00;big
94;3309.00;11.10;1331.00;big
94;3265.00;11.03;1325.00;big
95;3430.00;10.57;1258.00;big
95;3387.00;10.45;1259.00;big
96;3379.00;10.00;1111.00;big
96;3397.00;10.80;1148.00;big
97;3209.00;10.25;1185.00;big
97;3178.00;9.80;1213.00;big
98;3193.00;10.10;1102.00;big
98;3183.00;9.95;1161.00;big
99;3125.00;10.88;1346.00;big
99;3199.00;10.45;1341.00;big
100;2944.00;10.30;1187.00;big
100;2985.00;10.30;1201.00;big
101;2974.00;9.93;1242.00;big
101;2993.00;10.30;1288.00;big
