Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,3309,0,0,8%,7,7,7,0,0,3,8,2,13,13,13,0,0,0,0,0,0,0,23,3,-16,-800,39,97,11,7370,0%,1439,44,3%,342,23%,435,30%,40%
DOO,1121,0,0,7%,7,7,7,0,0,3,4,0,7,8,8,0,13,14300,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,145,23,15%,99,68%,130,30%,40%
DTP,1015,0,0,6%,2,2,1,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,188,8,4%,139,73%,163,30%,40%
FDN,1286,0,0,3%,6,7,6,0,0,4,9,4,17,17,17,0,5,7250,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,764,32,4%,125,16%,594,30%,40%
HYP,67,0,0,6%,2,2,1,0,0,1,4,0,5,5,5,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,47,-0,-1%,47,100%,117,30%,40%
INH,0,0,0,4%,3,6,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,265,0,0%,265,100%,129,30%,40%
KST,341,0,0,4%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,116,12,10%,26,22%,340,30%,40%
LLD,684,0,0,6%,6,6,1,0,0,2,1,2,5,5,5,0,0,0,0,0,0,0,0,0,-2,-100,0,0,0,0,0%,1507,-0,-0%,700,46%,190,30%,40%
MLB,89,0,0,2%,1,1,1,0,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,14,9380,0%,28,17,59%,8,29%,323,30%,40%
MTR,2142,0,0,6%,5,8,5,0,0,4,9,3,16,16,16,0,0,0,0,0,0,0,0,0,-18,-900,0,0,0,0,0%,1175,-2,-0%,229,19%,548,30%,40%
NLL,312,0,0,2%,2,16,2,1,1,9,6,0,15,15,10,0,0,0,9,4,0,0,0,0,10,500,-2,-5,19,12730,0%,60,25,42%,27,45%,194,30%,40%
OAK,106769,0,0,8%,66,66,66,1,1,359,459,79,897,759,759,0,486,1968300,849,424,208,416,468,70,2795,139750,743,1857,1230,824100,25%,474472,318089,67%,5783,1%,4443,30%,40%
PLK,436,0,0,5%,2,4,2,1,1,4,4,0,8,8,8,0,0,0,0,0,0,0,7,1,-8,-400,9,22,0,0,0%,58,4,8%,48,82%,133,30%,40%
SHT,795,0,0,2%,4,7,4,1,0,5,10,0,15,15,15,0,11,15950,0,0,0,0,0,0,-20,-1000,0,0,11,7370,0%,146,56,38%,67,45%,184,30%,40%
TAM,17541,0,0,3%,24,24,24,0,0,22,19,2,43,42,42,0,0,0,0,0,0,0,116,17,38,1900,0,0,0,0,0%,5247,79,1%,473,9%,299,30%,40%
TPD,682,0,0,8%,3,3,3,0,0,3,3,0,6,8,8,0,0,0,0,0,0,0,15,2,-8,-400,25,62,18,12060,0%,123,30,25%,75,61%,180,30%,40%
TPP,18266,0,0,4%,28,28,25,1,1,11,5,2,18,18,16,0,0,0,72,36,0,0,0,0,41,2050,0,0,0,0,0%,3321,10,0%,1798,54%,178,30%,40%
TRH,8125,0,0,6%,3,29,3,0,1,3,5,0,8,16,16,0,9,10800,0,0,0,0,0,0,83,4150,6,15,0,0,25%,2365,35,1%,565,23%,291,30%,40%
TRI,769,0,0,8%,5,7,2,0,0,1,1,2,4,4,4,0,0,0,0,0,0,0,37,5,-2,-100,44,110,0,0,0%,1272,20,1%,420,33%,361,30%,40%
UEK,16593,0,0,9%,20,37,20,0,0,18,17,5,40,29,29,0,0,0,0,0,0,0,39,5,4,200,85,212,55,36850,0%,5757,236,4%,1388,24%,346,30%,40%
WGK,0,0,0,5%,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,0,0%,63,100%,110,30%,40%
AAV,137,0,0,4%,1,1,1,1,1,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,49,-0,-1%,17,35%,364,30%,40%
AGC,7408,0,0,2%,6,6,6,1,0,10,12,13,35,29,28,0,0,0,67,33,0,0,0,0,106,5300,0,0,11,7370,25%,7052,48,0%,428,6%,951,30%,40%
AHM,864,0,0,2%,7,7,3,1,1,7,2,0,9,11,11,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,0%,234,-0,-0%,163,69%,151,30%,40%
ARN,5304,0,0,2%,8,14,8,1,0,7,9,5,21,21,21,0,0,0,0,0,0,0,87,13,11,550,0,0,22,14740,0%,3282,71,2%,418,12%,618,30%,40%
ATL,8606,0,0,2%,4,4,4,1,0,9,6,5,20,20,19,0,135,236250,0,0,180,360,0,0,-12,-600,0,0,11,7370,0%,5097,570,11%,288,5%,592,30%,40%
AUC,6319,0,0,2%,15,15,15,1,0,17,11,14,42,35,35,0,25,41250,26,13,0,0,0,0,121,6050,0,0,0,0,0%,7037,134,1%,582,8%,1113,30%,40%
AUF,1792,0,0,2%,5,5,5,1,0,1,4,3,8,16,15,0,0,0,39,19,0,0,0,0,-12,-600,0,0,105,70350,0%,1111,121,10%,200,18%,619,30%,40%
BTR,23690,0,0,5%,25,25,25,1,0,21,9,5,35,35,35,0,37,55500,0,0,0,0,59,8,61,3050,0,0,92,61640,-5%,5803,326,5%,2324,40%,244,30%,40%
CUL,188,0,0,4%,1,3,1,1,1,6,4,0,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,21,11,53%,7,34%,115,30%,40%
ETV,447,0,0,5%,1,1,1,1,0,3,6,5,14,14,14,0,89,142400,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,688,292,42%,65,9%,1536,30%,40%
FLU,377,0,0,3%,2,2,2,1,1,8,3,0,11,11,11,0,0,0,0,0,0,0,0,0,-6,-300,0,0,11,7370,0%,49,10,21%,34,68%,131,30%,40%
FRO,646,0,0,2%,3,3,3,0,0,2,3,0,5,13,13,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,101,10,10%,75,74%,156,30%,40%
JIN,764,0,0,3%,1,1,1,1,0,6,6,0,12,12,12,0,0,0,0,0,0,0,11,1,9,450,0,0,11,7370,0%,180,18,10%,112,62%,235,30%,40%
KHM,8921,0,0,5%,13,13,13,1,0,14,9,2,25,29,29,0,0,0,0,0,0,0,0,0,38,1900,0,0,92,61640,0%,3506,159,4%,850,24%,393,30%,40%
KKV,669,0,0,5%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,265,-0,-0%,87,33%,395,30%,40%
KSA,3099,0,0,4%,10,10,5,1,1,2,3,1,6,6,6,0,47,91650,0,0,50,100,0,0,-6,-300,0,0,0,0,0%,1443,144,10%,696,48%,224,30%,40%
LNV,470,0,0,4%,1,1,1,1,1,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,-5%,198,12,6%,61,30%,422,30%,40%
LOC,134,0,0,2%,1,1,1,0,0,6,2,0,8,8,8,0,0,0,0,0,0,0,0,0,-4,-200,0,0,11,7370,0%,31,10,31%,18,59%,236,30%,40%
MES,1083,0,0,3%,1,1,1,1,0,4,6,3,13,13,13,0,0,0,0,0,0,0,0,0,-12,-600,0,0,120,80400,0%,806,158,19%,158,19%,744,30%,40%
MJU,911,0,0,7%,1,30,1,0,-0,2,4,0,6,6,5,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,50%,151,11,7%,113,75%,166,30%,40%
MNG,3894,0,0,3%,7,7,7,1,1,8,5,3,16,16,16,0,9,11700,0,0,0,0,0,0,34,1700,0,0,0,0,0%,1623,24,1%,300,18%,416,30%,40%
MRV,202,0,0,2%,1,1,1,1,0,3,7,3,13,13,12,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,100,-1,-1%,29,29%,498,30%,40%
OOD,9858,0,0,4%,1,1,1,0,1,3,5,2,10,10,10,0,0,0,0,0,25,50,0,0,-10,-500,0,0,0,0,0%,2896,0,0%,878,30%,293,30%,40%
PER,322,0,0,3%,1,1,1,1,0,5,9,0,14,14,14,0,0,0,0,0,0,0,0,0,-4,-200,0,0,11,7370,0%,71,17,23%,45,63%,221,30%,40%
QDT,3190,0,0,5%,15,16,15,1,0,18,14,10,42,37,37,0,72,126000,11,5,0,0,0,0,143,7150,0,0,11,7370,25%,4610,451,9%,249,5%,1444,30%,40%
QUE,4136,0,0,5%,12,12,12,1,1,7,10,5,22,26,26,0,0,0,0,0,0,0,0,0,-24,-1200,0,0,11,7370,0%,2850,15,0%,417,14%,689,30%,40%
RIV,944,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,86,150500,0,0,102,204,0,0,-10,-500,0,0,11,7370,0%,730,293,40%,123,16%,773,30%,40%
RJV,271,0,0,4%,1,1,1,1,1,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,-5%,102,-1,-1%,36,36%,377,30%,40%
RNV,460,0,0,2%,1,1,1,1,0,3,7,2,12,12,11,0,54,86400,0,0,0,0,0,0,-14,-700,0,0,11,7370,0%,422,196,46%,67,15%,917,30%,40%
SDP,76979,0,0,4%,15,28,15,1,0,31,25,24,80,77,76,0,78,159900,77,38,10,20,152,22,199,9950,0,0,156,104520,0%,25391,2220,8%,4428,17%,329,30%,40%
SKE,269,0,0,3%,2,2,1,1,1,3,5,2,10,10,8,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,356,-0,-0%,126,35%,377,30%,40%
SPP,170,0,0,2%,1,17,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,25%,15,9,58%,5,35%,92,30%,40%
SRV,459,0,0,4%,1,1,1,1,1,5,8,9,22,22,22,0,61,106750,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,850,254,29%,27,3%,1851,30%,40%
TNV,344,0,0,4%,1,1,1,1,1,8,7,2,17,17,12,0,0,0,0,0,0,0,0,0,5,250,-2,-5,12,8040,0%,157,16,10%,50,31%,458,30%,40%
UMB,1804,0,0,5%,4,4,3,0,1,11,6,8,25,17,15,0,0,0,0,0,0,0,0,0,13,650,0,0,0,0,0%,2694,1,0%,267,9%,1079,30%,40%
USV,136,0,0,3%,1,1,1,1,1,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,41,-0,-2%,12,29%,299,30%,40%
WEA,0,0,0,6%,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,0,0%,35,100%,130,30%,40%
HHE,525323,0,0,10%,342,157,374,0,0,259,227,89,575,1070,965,0,528,1082400,415,207,267,534,687,103,782,39100,310,775,638,427460,15%,261874,114705,43%,38528,14%,720,30%,40%
AVE,874,0,0,2%,3,7,3,0,0,5,5,2,12,11,11,0,0,0,0,0,0,0,0,0,31,1550,0,0,23,15410,25%,332,31,9%,104,31%,379,30%,40%
BIU,178,0,0,3%,1,7,1,0,0,3,6,2,11,10,10,0,0,0,0,0,0,0,0,0,26,1300,0,0,23,15410,25%,102,33,32%,24,24%,574,30%,40%
CYR,4605,0,0,6%,5,12,5,0,0,5,13,19,37,35,34,0,0,0,40,20,0,0,0,0,44,2200,135,337,-4,-2680,-5%,8581,107,1%,370,4%,1863,30%,40%
