Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,3041,0,0,2%,7,7,7,1,0,3,8,2,13,13,13,0,0,0,0,0,0,0,23,3,-16,-800,39,97,11,7370,0%,1263,45,3%,309,24%,415,21%,28%
DOO,1044,0,0,5%,7,7,7,1,0,2,5,0,7,8,8,0,10,8000,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,123,13,11%,91,74%,117,21%,28%
DTP,1064,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,9,6030,0%,404,9,2%,131,32%,379,21%,28%
FDN,1183,0,0,3%,6,7,6,1,0,4,8,4,16,16,16,0,4,2600,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,636,20,3%,108,17%,537,21%,28%
HYP,376,0,0,5%,2,2,2,1,0,3,4,0,7,7,7,0,0,0,20,10,0,0,0,0,-8,-400,0,0,0,0,0%,48,1,2%,43,91%,128,21%,28%
INH,1847,0,0,4%,3,6,3,1,1,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,632,-0,-0%,234,37%,342,21%,28%
KST,315,0,0,5%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,102,12,12%,24,23%,323,21%,28%
LLD,7323,0,0,2%,6,6,6,1,0,6,5,2,13,13,13,0,0,0,25,12,0,0,0,0,22,1100,0,0,0,0,0%,1941,4,0%,657,33%,265,21%,28%
MLB,83,0,0,4%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,13,8710,0%,25,15,62%,7,29%,305,21%,28%
MTR,1970,0,0,5%,5,8,5,1,0,4,8,3,15,15,15,0,0,0,0,0,0,0,0,0,-16,-800,0,0,0,0,0%,1011,-1,-0%,207,20%,513,21%,28%
