Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,69,0,0,9%,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,12,30,11,7370,0%,363,12,3%,348,95%,108,32%,43%
DOO,1136,0,0,6%,7,7,7,0,0,3,4,0,7,8,8,0,13,15600,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,150,25,16%,101,67%,132,32%,43%
DTP,0,0,0,4%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,156,8,5%,147,94%,133,32%,43%
FDN,1304,0,0,4%,6,7,6,0,0,4,9,4,17,17,17,0,5,7250,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,763,32,4%,127,16%,585,32%,43%
HYP,0,0,0,4%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,0,0%,49,100%,119,32%,43%
INH,0,0,0,2%,3,6,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,271,0,0%,271,100%,129,32%,43%
KST,346,0,0,9%,2,2,2,0,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,116,12,10%,27,23%,336,32%,43%
LLD,0,0,0,5%,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,738,0,0%,738,100%,91,32%,43%
MLB,0,0,0,3%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,17,8,46%,8,47%,197,32%,43%
MTR,2171,0,0,10%,5,8,5,0,0,4,9,3,16,16,16,0,0,0,0,0,0,0,0,0,-18,-900,0,0,0,0,0%,1167,-2,-0%,233,19%,537,32%,43%
NLL,0,0,0,2%,2,16,0,1,1,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,0,0%,29,100%,93,32%,43%
OAK,108141,0,0,8%,66,66,65,1,1,433,369,79,881,761,761,0,495,2029500,849,424,208,416,468,70,2873,143650,740,1850,1230,824100,25%,402902,262390,65%,5847,1%,3721,32%,43%
PLK,0,0,0,9%,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,0,0%,50,100%,114,32%,43%
SHT,805,0,0,6%,4,7,4,0,0,5,10,0,15,15,15,0,12,17400,0,0,0,0,0,0,-20,-1000,0,0,11,7370,0%,153,59,38%,70,45%,190,32%,43%
TAM,17754,0,0,2%,24,24,24,0,0,21,21,2,44,43,43,0,0,0,0,0,0,0,116,17,34,1700,0,0,0,0,0%,5245,84,1%,481,9%,295,32%,43%
TPD,0,0,0,8%,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,85,8,9%,76,89%,124,32%,43%
TPP,7300,0,0,2%,28,28,10,1,1,6,3,0,9,9,7,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,0%,2357,-0,-0%,1834,77%,124,32%,43%
TRH,8247,0,0,6%,3,29,3,0,0,3,5,0,8,16,16,0,9,10800,0,0,0,0,0,0,83,4150,6,15,0,0,25%,2382,35,1%,575,24%,288,32%,43%
TRI,0,0,0,9%,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,435,0,0%,435,100%,121,32%,43%
UEK,16811,0,0,9%,20,37,20,0,0,18,17,5,40,29,29,0,0,0,0,0,0,0,39,5,4,200,85,212,55,36850,0%,5788,236,4%,1411,24%,344,32%,43%
WGK,0,0,0,6%,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,64,0,0%,64,100%,110,32%,43%
AAV,139,0,0,4%,1,1,1,1,1,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,51,-0,-1%,18,35%,365,32%,43%
AGC,7568,0,0,2%,6,6,6,1,0,10,12,14,36,30,29,0,0,0,67,33,0,0,0,0,106,5300,0,0,11,7370,25%,7458,48,0%,438,5%,985,32%,43%
AHM,0,0,0,2%,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,166,0,0%,166,100%,106,32%,43%
ARN,5424,0,0,2%,8,14,8,1,0,7,9,5,21,21,21,0,0,0,0,0,0,0,87,13,11,550,0,0,22,14740,0%,3300,71,2%,429,13%,608,32%,43%
ATL,8791,0,0,2%,4,4,4,1,0,9,6,5,20,20,19,0,135,216000,0,0,180,360,0,0,-12,-600,0,0,11,7370,0%,5080,524,10%,295,5%,577,32%,43%
AUC,6451,0,0,2%,15,15,15,1,0,17,11,14,42,35,35,0,25,41250,26,13,0,0,0,0,121,6050,0,0,0,0,0%,7061,134,1%,596,8%,1094,32%,43%
AUF,1831,0,0,2%,5,5,5,1,0,1,4,3,8,16,15,0,0,0,39,19,0,0,0,0,-12,-600,0,0,105,70350,0%,1135,121,10%,205,18%,619,32%,43%
BTR,24183,0,0,5%,25,25,25,1,0,21,9,5,35,35,35,0,37,59200,0,0,0,0,59,8,61,3050,0,0,92,61640,-5%,5880,334,5%,2380,40%,243,32%,43%
CUL,0,0,0,2%,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,17,8,48%,7,41%,89,32%,43%
ETV,455,0,0,5%,1,1,1,1,0,3,6,5,14,14,14,0,89,155750,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,725,318,43%,67,9%,1591,32%,43%
FLU,383,0,0,2%,2,2,2,0,0,9,2,0,11,11,11,0,0,0,0,0,0,0,0,0,-4,-200,0,0,11,7370,0%,47,10,20%,33,70%,124,32%,43%
FRO,654,0,0,1%,3,3,3,0,0,9,4,0,13,13,13,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,102,11,11%,77,75%,155,32%,43%
JIN,776,0,0,3%,1,1,1,0,0,11,2,0,13,13,13,0,0,0,0,0,0,0,8,1,13,650,0,0,11,7370,0%,156,12,8%,110,70%,201,32%,43%
KHM,9107,0,0,5%,13,13,13,1,0,14,9,2,25,29,29,0,0,0,0,0,0,0,0,0,38,1900,0,0,92,61640,0%,3578,161,4%,870,24%,392,32%,43%
KKV,681,0,0,5%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,270,-0,-0%,89,33%,396,32%,43%
KSA,2980,0,0,3%,10,10,4,0,0,2,3,2,7,7,7,0,47,96350,0,0,50,100,0,0,-6,-300,0,0,0,0,0%,1794,151,8%,716,39%,273,32%,43%
LNV,481,0,0,4%,1,1,1,1,1,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,-5%,203,12,6%,63,30%,423,32%,43%
LOC,136,0,0,1%,1,1,1,0,0,7,1,0,8,8,8,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,0%,30,9,29%,19,61%,226,32%,43%
MES,1099,0,0,3%,1,1,1,1,0,4,6,4,14,14,14,0,0,0,0,0,0,0,0,0,-12,-600,0,0,108,72360,0%,895,141,15%,150,16%,814,32%,43%
MNG,3959,0,0,4%,7,7,7,0,0,8,5,3,16,16,16,0,9,11700,0,0,0,0,0,0,34,1700,0,0,0,0,0%,1615,24,1%,306,18%,408,32%,43%
MRV,206,0,0,2%,1,1,1,1,0,3,7,3,13,13,12,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,103,-1,-1%,30,29%,499,32%,43%
OOD,10026,0,0,2%,1,1,1,0,1,3,5,3,11,11,11,0,0,0,0,0,25,50,0,0,-10,-500,0,0,0,0,0%,3307,0,0%,896,27%,329,32%,43%
PER,0,0,0,3%,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,55,8,14%,46,82%,170,32%,43%
QDT,3257,0,0,5%,15,16,15,1,0,18,6,10,34,37,37,0,72,115200,11,5,0,0,0,0,143,7150,0,0,11,7370,0%,4453,257,5%,255,5%,1367,32%,43%
QUE,398,0,0,3%,12,12,3,0,0,1,2,0,3,5,5,0,0,0,0,0,0,0,0,0,-6,-300,0,0,11,7370,0%,461,9,2%,425,92%,109,32%,43%
RIV,966,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,86,150500,0,0,102,204,0,0,-10,-500,0,0,11,7370,0%,741,294,39%,126,17%,768,32%,43%
RJV,276,0,0,4%,1,1,1,1,1,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,-5%,104,-1,-1%,37,36%,378,32%,43%
RNV,470,0,0,2%,1,1,1,1,0,3,7,2,12,12,11,0,61,97600,0,0,0,0,0,0,-14,-700,0,0,11,7370,0%,455,219,48%,69,15%,966,32%,43%
SDP,83480,0,0,2%,16,28,16,1,0,33,21,25,79,89,88,0,78,159900,81,40,15,30,152,22,199,9950,0,0,166,111220,0%,27692,2681,9%,4629,16%,346,32%,43%
SKE,961,0,0,2%,2,2,2,0,1,7,6,4,17,17,15,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,596,-1,-0%,129,21%,620,32%,43%
SPP,172,0,0,2%,1,17,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,25%,15,9,58%,5,35%,91,32%,43%
SRV,468,0,0,4%,1,1,1,1,1,5,8,9,22,22,22,0,61,97600,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,837,233,27%,28,3%,1786,32%,43%
TNV,351,0,0,4%,1,1,1,1,1,8,7,2,17,17,12,0,0,0,0,0,0,0,0,0,5,250,-2,-5,12,8040,0%,160,16,10%,51,32%,458,32%,43%
UMB,2535,0,0,9%,4,4,4,0,1,6,8,9,23,23,21,0,0,0,0,0,0,0,0,0,11,550,0,0,0,0,0%,3114,1,0%,272,8%,1228,32%,43%
USV,139,0,0,3%,1,1,1,1,1,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,41,-0,-2%,12,29%,300,32%,43%
WEA,274,0,0,9%,1,1,1,0,0,4,7,5,16,16,16,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,201,-1,-0%,40,20%,731,32%,43%
HHE,560378,0,0,10%,354,476,433,0,0,412,368,145,925,1273,1063,0,807,1694700,647,323,398,796,1070,160,1852,92600,992,2480,1009,676030,15%,723537,467245,64%,39701,5%,1399,32%,43%
CYR,4665,0,0,6%,5,12,5,0,0,5,12,19,36,35,34,0,0,0,40,20,0,0,0,0,44,2200,135,337,-4,-2680,-5%,8569,101,1%,376,4%,1836,32%,43%
HPV,449,0,0,5%,2,5,2,0,0,6,3,0,9,11,9,0,26,50700,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,146,88,60%,40,27%,326,32%,43%
SSD,12454,0,0,4%,3,16,3,1,1,17,2,0,19,18,18,0,0,0,17,8,0,0,77,11,191,9550,129,322,0,0,25%,2925,94,3%,520,17%,234,32%,43%
BAR,97181,0,0,4%,22,22,22,1,1,53,42,18,113,90,90,0,163,268950,59,29,36,72,49,7,326,16300,408,1020,1355,907850,25%,38867,12475,32%,9721,25%,399,32%,43%
