Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2612,0,0,2%,7,7,7,1,0,3,8,0,11,10,10,0,0,0,0,0,0,0,18,2,-14,-700,30,75,0,0,75%,486,22,4%,256,52%,186,7%,9%
BHK,4679,0,0,3%,14,14,14,1,0,5,11,3,19,20,20,0,3,1650,0,0,0,0,68,10,-5,-250,42,105,42,28140,25%,1857,139,7%,437,23%,396,7%,9%
COA,22331,0,0,6%,9,31,11,0,0,21,25,10,56,58,51,0,25,22500,120,60,0,0,0,0,189,9450,18,45,169,113230,0%,8898,894,10%,1057,11%,456,7%,9%
DOO,907,0,0,2%,7,7,7,1,0,2,5,0,7,8,8,0,6,3300,0,0,0,0,0,0,-10,-500,0,0,0,0,75%,91,5,5%,76,83%,101,7%,9%
DTP,915,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,292,-0,-0%,109,37%,319,7%,9%
FDN,1029,0,0,3%,6,7,6,1,0,4,7,4,15,15,15,0,3,1650,0,0,0,0,0,0,-14,-700,0,0,0,0,50%,476,2,0%,89,18%,463,7%,9%
HNT,2991,0,0,1%,4,7,4,1,0,2,4,2,8,9,9,0,6,3300,0,0,0,0,0,0,22,1100,0,0,0,0,75%,893,7,0%,325,36%,298,7%,9%
HYP,323,0,0,0%,2,2,2,1,0,3,5,0,8,7,7,0,0,0,15,7,0,0,0,0,-8,-400,0,0,0,0,75%,39,0,1%,36,93%,121,7%,9%
INH,1561,0,0,2%,3,6,3,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,484,-0,-0%,191,39%,310,7%,9%
KST,275,0,0,2%,2,2,2,1,0,4,5,0,9,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,25%,19,-0,-4%,19,100%,70,7%,9%
LLD,6249,0,0,2%,6,6,6,1,0,4,6,0,10,10,10,0,0,0,19,9,0,0,0,0,11,550,0,0,0,0,25%,985,3,0%,522,53%,157,7%,9%
MLB,72,0,0,0%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,2,1340,25%,7,1,19%,6,80%,105,7%,9%
MTR,1685,0,0,1%,5,8,5,1,0,4,7,3,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,710,-1,-0%,165,23%,421,7%,9%
NLL,244,0,0,2%,2,16,2,1,0,4,5,0,9,9,9,0,0,0,5,2,0,0,0,0,-8,-400,0,0,10,6700,0%,31,11,37%,19,60%,128,7%,9%
OAK,57756,0,0,3%,39,39,37,0,0,30,178,17,225,187,187,0,64,76800,71,35,0,0,96,14,704,35200,240,600,160,107200,50%,42123,10546,25%,2434,5%,712,7%,9%
PLK,349,0,0,1%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,7,1,-8,-400,9,22,0,0,75%,45,5,11%,37,83%,129,7%,9%
SHT,639,0,0,3%,4,7,4,1,0,5,6,0,11,11,11,0,7,3850,0,0,0,0,0,0,-12,-600,0,0,0,0,50%,61,6,10%,49,80%,96,7%,9%
TAM,13985,0,0,3%,24,24,24,1,0,7,24,0,31,31,31,0,0,0,0,0,0,0,88,13,-11,-550,0,0,0,0,0%,2549,59,2%,350,13%,182,7%,9%
TPD,549,0,0,2%,3,3,3,1,0,3,4,0,7,8,8,0,0,0,0,0,0,0,11,1,-8,-400,19,47,6,4020,75%,81,17,21%,57,70%,147,7%,9%
TPP,14012,0,0,2%,28,28,28,1,0,7,8,2,17,17,17,0,0,0,56,28,0,0,0,0,24,1200,0,0,0,0,0%,2650,9,0%,1285,48%,189,7%,9%
TRH,10003,0,0,3%,4,29,16,0,0,6,7,0,13,17,13,0,6,6000,0,0,0,0,29,4,42,2100,56,140,5,3350,0%,1490,59,3%,441,29%,222,7%,9%
TRI,2760,0,0,2%,5,7,5,1,0,3,7,0,10,8,8,0,0,0,0,0,0,0,50,7,-10,-500,65,162,0,0,75%,640,52,8%,317,49%,231,7%,9%
UEK,10113,0,0,1%,19,21,7,0,0,4,8,5,17,17,17,0,0,0,0,0,0,0,0,0,0,0,1,2,12,8040,25%,3950,22,0%,1042,26%,294,7%,9%
WGK,445,0,0,1%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,68,170,0,0,75%,168,36,21%,46,27%,377,7%,9%
AAV,107,0,0,2%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,13,-0,-5%,13,100%,122,7%,9%
AGC,5678,0,0,2%,6,6,6,1,0,9,9,5,23,20,20,0,0,0,47,23,0,0,0,0,75,3750,0,0,0,0,25%,3095,15,0%,307,9%,545,7%,9%
AHM,1234,0,0,2%,7,7,7,1,0,9,10,0,19,20,20,0,0,0,0,0,0,0,0,0,-22,-1100,0,0,0,0,0%,182,-2,-1%,123,67%,148,7%,9%
ARN,4022,0,0,2%,8,14,8,1,0,7,14,3,24,19,19,0,0,0,0,0,0,0,63,9,2,100,0,0,16,10720,75%,1903,68,3%,296,15%,473,7%,9%
ATL,6612,0,0,2%,4,4,4,1,0,7,7,3,17,17,17,0,102,76500,0,0,137,274,0,0,-14,-700,0,0,8,5360,0%,3162,225,7%,206,6%,478,7%,9%
AUC,4884,0,0,2%,15,15,15,1,0,8,19,9,36,28,28,0,19,12350,19,9,0,0,0,0,77,3850,0,0,0,0,25%,3991,68,1%,426,10%,817,7%,9%
AUF,1383,0,0,3%,5,5,5,1,0,1,5,3,9,15,15,0,0,0,29,14,0,0,0,0,-14,-700,0,0,67,44890,25%,704,85,12%,142,20%,509,7%,9%
BTR,18331,0,0,3%,25,25,25,1,0,10,18,3,31,23,23,0,28,15400,0,0,0,0,45,6,40,2000,0,0,67,44890,70%,3754,283,7%,1705,45%,204,7%,9%
CUL,150,0,0,4%,1,3,1,1,0,4,2,0,6,6,6,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,4,-0,-6%,4,105%,29,7%,9%
ETV,358,0,0,1%,1,1,1,1,0,3,6,2,11,10,10,0,47,35250,0,0,0,0,0,0,-10,-500,0,0,0,0,25%,184,70,38%,44,24%,513,7%,9%
