Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2760,0,0,2%,7,7,7,1,0,3,7,0,10,10,10,0,0,0,0,0,0,0,20,3,-14,-700,35,87,9,6030,0%,555,36,6%,274,49%,201,12%,16%
DOO,956,0,0,3%,7,7,7,1,0,2,5,0,7,8,8,0,6,3300,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,99,5,5%,81,82%,104,12%,16%
DTP,965,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,8,5360,25%,338,8,2%,116,34%,350,12%,16%
FDN,1083,0,0,3%,6,7,6,1,0,4,8,4,16,16,16,0,4,2800,0,0,0,0,0,0,-16,-800,0,0,9,6030,0%,548,17,3%,97,17%,505,12%,16%
HYP,340,0,0,2%,2,2,2,1,0,3,4,0,7,7,7,0,0,0,17,8,0,0,0,0,-8,-400,0,0,0,0,0%,42,0,1%,38,92%,123,12%,16%
INH,1657,0,0,4%,3,6,3,1,0,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,538,-0,-0%,206,38%,324,12%,16%
KST,289,0,0,5%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,8,5360,0%,86,8,10%,21,25%,297,12%,16%
LLD,6633,0,0,2%,6,6,6,1,0,5,5,2,12,12,12,0,0,0,22,11,0,0,0,0,18,900,0,0,0,0,0%,1670,3,0%,583,34%,251,12%,16%
MLB,76,0,0,4%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,10,6700,0%,19,11,61%,6,35%,254,12%,16%
MTR,1781,0,0,2%,5,8,5,1,0,4,7,3,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,814,-1,-0%,183,22%,457,12%,16%
NLL,257,0,0,4%,2,16,2,1,0,5,5,0,10,10,9,0,0,0,6,3,0,0,0,0,-8,-400,0,0,12,8040,0%,36,14,39%,20,56%,141,12%,16%
OAK,91650,0,0,6%,66,66,66,1,0,34,374,34,442,372,372,0,155,155000,333,166,18,36,245,36,1143,57150,390,975,576,385920,50%,138273,66644,48%,4654,3%,1508,12%,16%
PLK,367,0,0,5%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,9,1,-8,-400,11,27,0,0,0%,49,6,12%,40,81%,134,12%,16%
SHT,672,0,0,3%,4,7,4,1,0,5,9,0,14,14,14,0,10,5500,0,0,0,0,0,0,-18,-900,0,0,9,6030,0%,88,25,28%,54,61%,132,12%,16%
TAM,14790,0,0,2%,24,24,24,1,0,6,30,2,38,38,38,0,0,0,0,0,0,0,102,15,-14,-700,0,0,0,0,0%,5975,101,1%,384,6%,404,12%,16%
TPD,579,0,0,2%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,13,1,-8,-400,22,55,16,10720,0%,97,27,28%,61,62%,168,12%,16%
TPP,14938,0,0,2%,28,28,28,1,0,8,7,2,17,17,17,0,0,0,64,32,0,0,0,0,31,1550,0,0,0,0,0%,2796,10,0%,1390,49%,187,12%,16%
TRH,10924,0,0,10%,4,29,18,0,0,7,7,0,14,18,14,0,8,8000,0,0,0,0,34,5,52,2600,66,165,5,3350,0%,1730,71,4%,467,27%,247,12%,16%
TRI,2918,0,0,2%,5,7,5,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,58,8,-12,-600,74,185,0,0,0%,1341,53,4%,340,25%,459,12%,16%
UEK,10125,0,0,0%,19,21,5,0,0,4,8,5,17,17,17,0,0,0,0,0,0,0,0,0,1,50,1,2,20,13400,0%,3930,36,0%,1117,28%,279,12%,16%
WGK,469,0,0,5%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,79,197,0,0,0%,188,39,21%,49,26%,402,12%,16%
AAV,112,0,0,2%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,36,-0,-2%,14,38%,322,12%,16%
AGC,6030,0,0,2%,6,6,6,1,0,10,9,5,24,20,20,0,0,0,59,29,0,0,0,0,94,4700,0,0,9,6030,25%,3477,35,1%,335,9%,576,12%,16%
AHM,1300,0,0,3%,7,7,7,1,0,10,9,0,19,20,20,0,0,0,0,0,0,0,0,0,-20,-1000,0,0,0,0,0%,226,-2,-1%,132,58%,173,12%,16%
ARN,4269,0,0,2%,8,14,8,1,0,7,9,4,20,20,20,0,0,0,0,0,0,0,77,11,8,400,0,0,20,13400,0%,2322,62,2%,324,13%,544,12%,16%
ATL,7004,0,0,2%,4,4,4,1,0,8,6,5,19,19,19,0,118,118000,0,0,159,318,0,0,-12,-600,0,0,9,6030,0%,3925,301,7%,225,5%,560,12%,16%
AUC,5176,0,0,2%,15,15,15,1,0,8,16,12,36,31,31,0,22,18700,23,11,0,0,0,0,94,4700,0,0,0,0,0%,5376,85,1%,458,8%,1038,12%,16%
AUF,1460,0,0,2%,5,5,5,1,0,1,5,3,9,15,15,0,0,0,34,17,0,0,0,0,-14,-700,0,0,85,56950,0%,812,107,13%,155,19%,556,12%,16%
BTR,19451,0,0,5%,25,25,25,1,0,16,12,3,31,31,31,0,32,28800,0,0,0,0,52,7,45,2250,0,0,78,52260,-5%,4194,274,6%,1835,43%,215,12%,16%
CUL,158,0,0,4%,1,3,1,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-12,-600,0,0,8,5360,0%,15,9,60%,5,35%,96,12%,16%
ETV,377,0,0,2%,1,1,1,1,0,3,6,2,11,11,11,0,59,59000,0,0,0,0,0,0,-12,-600,0,0,9,6030,0%,258,126,48%,49,19%,685,12%,16%
FLU,317,0,0,2%,2,2,2,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,8,5360,0%,38,9,25%,26,68%,120,12%,16%
FRO,544,0,0,2%,3,3,3,1,0,1,7,0,8,13,13,0,0,0,0,0,0,0,0,0,-18,-900,0,0,8,5360,0%,79,9,11%,59,74%,145,12%,16%
JIN,643,0,0,4%,1,1,1,1,0,5,5,0,10,10,10,0,0,0,0,0,0,0,7,1,4,200,0,0,9,6030,0%,129,13,10%,84,65%,200,12%,16%
KHM,7311,0,0,2%,13,13,13,1,0,9,12,2,23,27,27,0,0,0,0,0,0,0,0,0,25,1250,0,0,82,54940,0%,3050,169,5%,670,21%,417,12%,16%
KKV,565,0,0,6%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,197,-0,-0%,71,36%,349,12%,16%
KSA,5307,0,0,2%,10,10,10,1,0,7,7,8,22,24,24,0,40,30000,13,6,44,88,0,0,29,1450,0,0,0,0,0%,3639,70,1%,551,15%,685,12%,16%
LNV,378,0,0,2%,1,1,1,1,0,3,5,0,8,8,7,0,0,0,0,0,0,0,0,0,-10,-500,0,0,8,5360,0%,65,8,13%,47,72%,172,12%,16%
LOC,113,0,0,3%,1,1,1,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,0,0,8,5360,0%,22,8,36%,13,59%,201,12%,16%
MES,912,0,0,2%,1,1,1,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,67,44890,0%,439,87,19%,119,27%,482,12%,16%
MJU,44194,0,0,3%,27,23,27,1,0,24,89,13,126,94,94,0,55,55000,89,44,32,64,94,14,368,18400,13,32,161,107870,50%,19854,3268,16%,2774,13%,499,12%,16%
MNG,3206,0,0,2%,7,7,7,1,0,5,7,3,15,15,15,0,8,4400,0,0,0,0,0,0,25,1250,0,0,0,0,0%,1275,11,0%,237,18%,397,12%,16%
MRV,169,0,0,2%,1,1,1,1,0,3,7,0,10,10,9,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,21,-1,-6%,21,99%,126,12%,16%
OOD,8103,0,0,4%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,19,38,0,0,-8,-400,0,0,0,0,0%,1458,-0,-0%,666,45%,179,12%,16%
PER,272,0,0,5%,1,1,1,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-5,-250,0,0,8,5360,25%,46,10,22%,32,70%,169,12%,16%
QDT,2618,0,0,2%,15,16,15,1,0,4,24,10,38,32,32,0,63,63000,9,4,0,0,0,0,107,5350,0,0,10,6700,50%,3394,368,10%,197,5%,1296,12%,16%
QUE,3478,0,0,2%,12,12,12,1,0,5,11,5,21,25,25,0,0,0,0,0,0,0,0,0,-26,-1300,0,0,8,5360,0%,2425,11,0%,338,13%,697,12%,16%
RIV,760,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,76,76000,0,0,90,180,0,0,-10,-500,0,0,9,6030,0%,427,153,35%,95,22%,561,12%,16%
RJV,223,0,0,4%,1,1,1,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,72,-0,-1%,26,36%,326,12%,16%
RNV,377,0,0,2%,1,1,1,1,0,3,5,2,10,10,10,0,37,31450,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,184,56,30%,47,25%,490,12%,16%
SDP,29886,0,0,4%,7,28,7,1,0,23,19,15,57,32,32,0,57,65550,52,26,0,0,0,0,89,4450,0,0,67,44890,0%,10263,555,5%,1545,15%,343,12%,16%
SKE,794,0,0,2%,2,2,2,1,0,5,6,2,13,13,13,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,25%,291,-1,-0%,102,35%,366,12%,16%
SMP,21545,0,0,4%,5,5,5,1,0,2,13,0,15,21,20,0,0,0,0,0,1,2,144,21,19,950,0,0,79,52930,25%,4974,316,6%,1660,33%,230,12%,16%
SPP,30557,0,0,4%,7,17,7,1,0,3,10,7,20,30,30,0,48,40800,0,0,0,0,0,0,67,3350,0,0,9,6030,25%,7007,204,2%,856,12%,229,12%,16%
SRV,378,0,0,4%,1,1,1,1,0,5,7,5,17,17,17,0,44,37400,0,0,0,0,0,0,-14,-700,0,0,9,6030,0%,326,89,27%,21,6%,861,12%,16%
TNV,283,0,0,4%,1,1,1,1,0,8,6,2,16,16,11,0,0,0,0,0,0,0,0,0,4,200,-2,-5,0,0,0%,94,-0,-0%,35,37%,334,12%,16%
UMB,2056,0,0,2%,4,4,4,1,0,7,10,4,21,16,16,0,0,0,0,0,0,0,0,0,11,550,0,0,0,0,0%,1225,1,0%,211,17%,596,12%,16%
