Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2660,0,0,2%,7,7,7,1,0,3,8,0,11,10,10,0,0,0,0,0,0,0,19,2,-14,-700,32,80,0,0,75%,522,24,4%,262,50%,196,8%,11%
BHK,4767,0,0,6%,14,14,14,1,1,5,11,3,19,20,20,0,3,1650,0,0,0,0,74,11,-4,-200,45,112,45,30150,25%,1910,151,7%,448,23%,400,8%,11%
DOO,923,0,0,2%,7,7,7,1,0,2,5,0,7,8,8,0,6,3300,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,94,5,5%,78,83%,101,8%,11%
DTP,933,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,301,-0,-0%,111,37%,322,8%,11%
FDN,1046,0,0,3%,6,7,6,1,0,4,8,4,16,16,16,0,3,1650,0,0,0,0,0,0,-16,-800,0,0,0,0,0%,497,1,0%,93,18%,475,8%,11%
HNT,3047,0,0,2%,4,7,4,1,0,2,6,2,10,10,10,0,6,3300,0,0,0,0,0,0,26,1300,0,0,0,0,75%,1038,9,0%,345,33%,340,8%,11%
HYP,328,0,0,2%,2,2,2,1,0,3,5,0,8,7,7,0,0,0,16,8,0,0,0,0,-8,-400,0,0,0,0,75%,40,0,1%,37,92%,122,8%,11%
INH,1591,0,0,2%,3,6,3,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,498,-0,-0%,195,39%,313,8%,11%
KST,280,0,0,3%,2,2,2,1,0,4,5,0,9,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,20,-0,-4%,20,99%,74,8%,11%
LLD,6377,0,0,2%,6,6,6,1,0,4,6,0,10,10,10,0,0,0,20,10,0,0,0,0,14,700,0,0,0,0,25%,1090,3,0%,555,50%,171,8%,11%
MLB,73,0,0,2%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,2,1340,25%,7,1,18%,6,79%,106,8%,11%
MTR,1714,0,0,2%,5,8,5,1,0,4,7,3,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,25%,760,-1,-0%,175,23%,443,8%,11%
NLL,248,0,0,2%,2,16,2,1,0,4,5,0,9,9,9,0,0,0,5,2,0,0,0,0,-8,-400,0,0,11,7370,0%,33,13,39%,19,58%,134,8%,11%
OAK,81110,0,0,5%,48,66,48,1,0,23,268,29,320,258,258,0,112,128800,208,104,14,28,118,17,839,41950,258,645,331,221770,50%,81365,29707,36%,3573,4%,1003,8%,11%
PLK,355,0,0,2%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,8,1,-8,-400,10,25,0,0,75%,46,5,12%,38,82%,131,8%,11%
SHT,650,0,0,3%,4,7,4,1,0,5,6,0,11,11,11,0,7,3850,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,63,6,10%,50,80%,96,8%,11%
TAM,14282,0,0,2%,24,24,24,1,0,5,28,0,33,33,33,0,0,0,0,0,0,0,95,14,-16,-800,0,0,0,0,0%,3774,79,2%,359,9%,264,8%,11%
TPD,559,0,0,2%,3,3,3,1,0,3,4,0,7,8,8,0,0,0,0,0,0,0,12,1,-8,-400,20,50,6,4020,75%,84,18,21%,58,69%,150,8%,11%
TPP,14314,0,0,2%,28,28,28,1,0,7,8,2,17,17,17,0,0,0,60,30,0,0,0,0,26,1300,0,0,0,0,0%,2725,10,0%,1319,48%,190,8%,11%
TRH,10617,0,0,7%,4,29,18,0,0,7,7,0,14,18,14,0,6,6000,0,0,0,0,29,4,42,2100,56,140,5,3350,0%,1613,60,3%,450,27%,237,8%,11%
TRI,2811,0,0,2%,5,7,5,1,0,3,10,2,15,11,11,0,0,0,0,0,0,0,54,8,-12,-600,69,172,0,0,75%,1276,68,5%,325,25%,453,8%,11%
UEK,9811,0,0,1%,19,21,5,0,0,4,8,5,17,17,17,0,0,0,0,0,0,0,0,0,0,0,1,2,12,8040,0%,3939,22,0%,1071,27%,288,8%,11%
WGK,453,0,0,4%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,74,185,0,0,75%,176,39,22%,47,26%,390,8%,11%
AAV,109,0,0,2%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,34,-0,-1%,13,39%,312,8%,11%
AGC,5794,0,0,3%,6,6,6,1,0,9,10,5,24,20,20,0,0,0,55,27,0,0,0,0,85,4250,0,0,0,0,25%,3264,19,0%,319,9%,563,8%,11%
AHM,1255,0,0,3%,7,7,7,1,0,9,10,0,19,20,20,0,0,0,0,0,0,0,0,0,-22,-1100,0,0,0,0,0%,192,-2,-1%,126,65%,153,8%,11%
ARN,4097,0,0,3%,8,14,8,1,0,7,15,3,25,19,19,0,0,0,0,0,0,0,71,10,6,300,0,0,17,11390,75%,1982,79,4%,303,15%,483,8%,11%
ATL,6740,0,0,2%,4,4,4,1,0,7,7,3,17,17,17,0,110,93500,0,0,148,296,0,0,-14,-700,0,0,9,6030,0%,3355,287,8%,211,6%,497,8%,11%
AUC,4987,0,0,3%,15,15,15,1,0,8,19,10,37,29,29,0,21,13650,21,10,0,0,0,0,86,4300,0,0,0,0,25%,4418,77,1%,437,9%,885,8%,11%
