Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
ABL,2517,0,0,0%,7,7,7,1,0,1,5,0,6,6,6,0,0,0,0,0,0,0,15,2,-10,-500,25,62,0,0,50%,415,15,3%,243,58%,165,3%,4%
BHK,4502,0,0,3%,14,14,14,0,0,3,10,1,14,15,15,0,2,1100,0,0,0,0,61,9,-4,-200,37,92,35,23450,50%,1160,115,9%,414,35%,257,3%,4%
COA,26372,0,0,1%,9,31,16,0,0,21,33,6,60,68,47,0,27,21600,189,94,0,0,0,0,208,10400,38,95,200,134000,0%,7345,1106,15%,1024,13%,384,3%,4%
DOO,874,0,0,0%,7,7,7,1,0,2,3,0,5,6,6,0,4,2200,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,83,3,3%,72,86%,95,3%,4%
DTP,881,0,0,1%,2,2,2,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,119,-0,-0%,99,83%,135,3%,4%
FDN,993,0,0,2%,6,7,6,1,0,2,6,2,10,10,10,0,2,1100,0,0,0,0,0,0,-12,-600,0,0,0,0,50%,269,1,0%,84,31%,271,3%,4%
HNT,2880,0,0,1%,4,7,4,0,0,1,2,2,5,7,7,0,5,2750,0,0,0,0,0,0,22,1100,0,0,0,0,50%,826,5,0%,309,37%,286,3%,4%
HYP,311,0,0,0%,2,2,2,0,0,2,3,0,5,5,5,0,0,0,12,6,0,0,0,0,-6,-300,0,0,0,0,50%,35,0,1%,33,94%,113,3%,4%
INH,1504,0,0,0%,3,6,3,0,0,1,4,0,5,5,5,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,179,-0,-0%,175,97%,119,3%,4%
KST,266,0,0,0%,2,2,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,18,-0,-3%,18,99%,70,3%,4%
LLD,6008,0,0,1%,6,6,6,1,0,4,5,0,9,8,8,0,0,0,17,8,0,0,0,0,13,650,0,0,0,0,50%,923,2,0%,497,53%,153,3%,4%
MLB,69,0,0,0%,1,1,1,1,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,1,670,50%,6,0,7%,5,91%,87,3%,4%
